Time Step,0
2161,872075.1219163907
2162,865553.8036911672
2163,840494.5494599036
2164,826529.3420945716
2165,873431.4009145303
2166,981956.7474765268
2167,1075734.2132263437
2168,1061693.8263310452
2169,925872.8382514039
2170,817497.253881362
2171,714831.9050823395
2172,667219.8560520784
2173,633277.6538808899
2174,624017.164220461
2175,583581.6752082518
2176,660396.3310643707
2177,890314.3480413897
2178,1086747.9471994003
2179,1165869.220549625
2180,1189165.524623085
2181,1101794.105562987
2182,976877.2423354761
2183,835882.033186884
2184,749056.6481642148
2185,726434.9589104395
2186,728108.8413587001
2187,780649.8720811091
2188,813090.8922297907
2189,826027.6338159882
2190,860178.2344981916
2191,909614.665658536
2192,884888.4046599299
2193,777327.335190243
2194,741521.2511742956
2195,743148.8206206268
2196,757581.3560043072
2197,709267.934003431
2198,685784.2707928179
2199,661173.8438839775
2200,688029.7465242784
2201,980209.7527572301
2202,1292147.3815377534
2203,1498503.7169481935
2204,1539498.2014975154
2205,1506807.8496555188
2206,1348962.204539098
2207,1254628.9212757293
2208,1193588.7245302848
2209,1180689.3721170367
2210,1213294.6741960538
2211,1314471.1851054076
2212,1542281.5229380704
2213,1912817.0096932815
2214,2162805.5187680046
2215,2235278.5194816487
2216,2097464.220748296
2217,1950702.6977673573
2218,1909227.3907637978
2219,1866534.4343657098
2220,1817343.2356286556
2221,1778223.4938142262
2222,1818863.1677250087
2223,1888506.4926354904
2224,1991428.549127677
2225,2183067.655632959
2226,2289343.06035343
2227,2382902.492051091
2228,2304951.6684513562
2229,2117706.732768734
2230,1907530.297043504
2231,1780928.3028921117
2232,1708324.4992456078
2233,1700816.9683005174
2234,1744600.0727131905
2235,1815327.9697106918
2236,1987726.2724252394
2237,2328882.225653533
2238,2494062.783234391
2239,2543949.9219823787
2240,2401791.8882698785
2241,2252175.657900986
2242,2091627.9519852544
2243,1931779.3059049938
2244,1813541.7362598868
2245,1729479.6714635189
2246,1703524.9496713656
2247,1659066.1649738608
2248,1681113.572218586
2249,1822880.3823379537
2250,2014699.3277474393
2251,2080459.2817552462
2252,2002160.0241218614
2253,1789647.0968128508
2254,1573391.5925884913
2255,1451981.436628026
2256,1421954.313912663
2257,1401523.5694081034
2258,1456649.0640550961
2259,1597864.5434190435
2260,1759644.4421650474
2261,2081867.3717897278
2262,2270027.6016836893
2263,2335910.4694551625
2264,2116084.693230603
2265,1931955.6963758247
2266,1862394.2032907177
2267,1773895.7876982922
2268,1752129.3110553052
2269,1760385.1721898601
2270,1797221.769397408
2271,1804705.4925953918
2272,1860424.6602564638
2273,2055606.7634117543
2274,2235572.9791799923
2275,2287714.319603645
2276,2147173.4363482115
2277,1973306.1634834786
2278,1775010.793478714
2279,1615568.3621550736
2280,1561847.3023229784
2281,1544577.2312203832
2282,1521618.5072588515
2283,1559178.779135478
2284,1645236.9729270982
2285,1923384.84382476
2286,2095809.6433714451
2287,2152578.5184722417
2288,2049156.3708486652
2289,1964852.6086634104
2290,1948944.9634357977
2291,1869287.0716742526
2292,1779961.3126900438
2293,1722829.897408315
2294,1675534.8461002808
2295,1618097.6139027022
2296,1631021.8620437332
2297,1827725.2841379896
2298,1997745.6344586045
2299,2044616.7049085854
2300,1978516.138521789
2301,1859472.8452944662
2302,1659533.5116773224
2303,1511461.6127076454
2304,1476122.16211935
2305,1429866.3383460757
2306,1411908.2896175794
2307,1380653.6716544155
2308,1269929.7989522642
2309,1128465.9397680738
2310,1154800.0607537378
2311,1158073.9667435254
2312,1031511.5042622978
2313,885912.597187097
2314,826457.1304938174
2315,763971.9834269233
2316,623029.8766505874
2317,540832.4615982822
2318,485983.50156379637
2319,522537.9322251189
2320,674414.4842249354
2321,978567.5955534773
2322,1229814.5064235125
2323,1368739.4773789581
2324,1363002.8155559755
2325,1300578.410922393
2326,1187685.6711898646
2327,1049035.9912957489
2328,1001362.0643842979
2329,988663.7802262397
2330,989697.2661961694
2331,1040428.4958038095
2332,1074043.5147762857
2333,1078908.3050390682
2334,1157331.4531587726
2335,1309609.9578390112
