,Objective Value
1130,1447997.0486468433
1131,1423764.5521087942
1132,1311998.9317982665
1133,1241023.573406515
1134,1227766.180686568
1135,1175886.555934158
1136,1055436.7857232857
1137,878517.0857346717
1138,820392.1378965606
1139,723111.8400948652
1140,597824.4906319121
1141,539085.8061260626
1142,547097.8460268961
1143,644131.568448486
1144,858687.1459927249
1145,1103166.7628619391
1146,1268320.8359967996
1147,1303455.2865728356
1148,1308564.7955341958
1149,1250589.3924886123
1150,1125867.2639430743
1151,972019.9581469957
1152,885721.6465705666
1153,888542.9856163574
1154,887298.6922045194
1155,914124.0549460818
1156,1033418.8603228473
1157,1259152.8814840524
1158,1436378.0463492754
1159,1435451.372305059
1160,1212160.540328733
1161,981798.9590220439
1162,887796.8811240635
1163,879473.596199949
1164,853044.7833704104
1165,878374.8962396254
1166,1016886.8303372302
1167,1224683.1218509711
1168,1409830.1353853785
1169,1615747.5503339837
1170,1828068.8421778502
1171,1845399.6647747008
1172,1808328.0417047262
1173,1674578.9867332177
1174,1494074.1975965456
1175,1357883.9067655136
1176,1253508.9896624254
1177,1202660.6418435911
1178,1153524.8963792454
1179,1194253.4334009886
1180,1215214.5520268828
1181,1297895.16490124
1182,1448637.8930245652
1183,1482094.0510488
1184,1405382.8064651147
1185,1248407.635637503
1186,1136753.1605616063
1187,1115450.9209375745
1188,1026963.9670477617
1189,961421.446454368
1190,960415.6285735066
1191,1010999.3068059599
1192,1199001.42031816
1193,1402732.6405067507
1194,1614244.0761692454
1195,1623665.7799445204
1196,1657070.285453537
1197,1587582.4384391215
1198,1398516.862810261
1199,1213785.2364125396
1200,1107704.4723797543
1201,1030149.432354917
1202,1032123.8425672142
1203,1054043.6802121762
1204,1068469.9350043817
1205,1074930.817627895
1206,1131613.3296276638
1207,1144352.7224196296
1208,1071379.718012638
1209,966096.9771596831
1210,956631.761885739
1211,918483.0217770826
1212,772981.820325924
1213,683158.7719530215
1214,692691.1515230568
1215,758502.6392924417
1216,970752.3728824188
1217,1284002.25466111
1218,1599172.2441040121
1219,1674553.4829271045
1220,1657563.0851851557
1221,1623094.5227908844
1222,1443408.35494968
1223,1292689.0961129444
1224,1193675.6585040586
1225,1152543.8418416395
1226,1149926.2603022566
1227,1181946.7613497726
1228,1343686.4711125505
1229,1766477.000863808
1230,2002141.0276771619
1231,2036365.9835868103
1232,1948385.3475200282
1233,1800234.6935244398
1234,1645402.9231083815
1235,1500828.7768764377
1236,1448006.4609007884
1237,1466894.3764986687
1238,1491553.3583551035
1239,1528225.4144152708
1240,1660893.483316729
1241,1843620.7583808203
1242,2042061.4059251798
1243,2067029.494725104
1244,2006744.506776162
1245,1831923.3409111728
1246,1605493.5977673146
1247,1525997.1074918013
1248,1436082.9461608422
1249,1393131.534823303
1250,1410463.2926646066
1251,1465325.6059026655
1252,1583269.1125449364
1253,1914135.888838917
1254,2109214.1757433037
1255,2099034.9052279852
1256,1943356.9386257338
1257,1843024.5597526457
1258,1727933.8626094582
1259,1611687.7590783823
1260,1565014.6106531597
1261,1607744.6526778198
1262,1665385.0481184346
1263,1733814.802988845
1264,1823994.654445875
1265,2001144.8403433883
1266,2139613.1867303597
1267,2163451.9562844927
1268,2144633.9533480513
1269,1990010.989185938
1270,1750351.48895303
1271,1619580.3003028198
1272,1540308.854681327
1273,1503427.2420363962
1274,1499887.922829373
1275,1584533.688130117
1276,1710963.005716757
1277,2105963.6035922067
1278,2328636.0612102486
1279,2238790.5361950947
1280,2022857.4474011897
1281,1816097.031029029
1282,1755036.7694428968
1283,1688231.1664002088
1284,1659092.1891685785
1285,1649015.3758351572
1286,1713103.0597306727
1287,1813846.196939893
1288,1930713.1642478332
1289,2135206.7566148727
1290,2287945.546882761
1291,2291434.817499861
1292,2254025.4588085804
1293,2102258.8856716673
1294,1877124.390848341
