Time Step,Objective
1286,1981501.4473541798
1287,2023462.3618964578
1288,2000152.5488743957
1289,2078146.3355936422
1290,2216654.4237486683
1291,2146296.2022699495
1292,1994263.3096468144
1293,1880556.3963035094
1294,1769367.3161055013
1295,1566714.467292236
1296,1371330.9018130293
1297,1294890.714765444
1298,1258704.8079397916
1299,1278218.3917168432
1300,1332965.454353069
1301,1473356.5022096797
1302,1767809.3481402984
1303,1990086.4440667278
1304,2004388.971105591
1305,1894893.6440999517
1306,1825218.266901721
1307,1735425.4847154254
1308,1622332.9560373805
1309,1610659.787371039
1310,1550056.066956071
1311,1574491.054138376
1312,1638110.7858155826
1313,1833372.479104907
1314,2037148.9168009264
1315,1975088.9442951644
1316,1840671.94185046
1317,1815931.7356647516
1318,1777084.1248725057
1319,1657341.8198082692
1320,1472846.9974601811
1321,1435053.4233623506
1322,1406207.2408699028
1323,1417609.661128441
1324,1432717.426158396
1325,1422467.9193772748
1326,1409805.1903952276
1327,1556918.8266637842
1328,1677541.275793097
1329,1751782.9661019563
1330,1725007.5166474464
1331,1751668.6443330895
1332,1793109.7614829887
1333,1810098.6828372441
1334,1778060.5417531126
1335,1851681.9776761862
1336,1885617.7915436747
1337,1990659.2820812555
1338,2258296.2441972597
1339,2267898.390142598
1340,2101621.0062262965
1341,2041758.542789992
1342,1991656.1951386398
1343,1862542.070044579
1344,1637381.8523514096
1345,1511363.3071975464
1346,1458066.098975733
1347,1420450.2608228754
1348,1401921.3027293677
1349,1334197.6713100115
1350,1203613.3795865194
1351,1209695.856006613
1352,1254786.4804484113
1353,1271661.3463027074
1354,1298148.2282307546
1355,1330336.3152888366
1356,1291207.3000415873
1357,1267780.9634618151
1358,1216321.468927143
1359,1220163.8186792703
1360,1246539.8932462833
1361,1371543.9669090712
1362,1658193.6597213894
1363,1741037.6611663469
1364,1671238.4511383967
1365,1661405.051743727
1366,1689825.3257666288
1367,1488955.6294904505
1368,1356690.5747471703
1369,1288166.186845502
1370,1289908.1499595887
1371,1316342.1000159027
1372,1389834.7416789148
1373,1563722.845776893
1374,2067664.2063857743
1375,2368205.4908497063
1376,2413769.4601823604
1377,2250071.193474412
1378,2165409.101459971
1379,2159948.0291221524
1380,2149387.601535208
1381,2173387.172348466
1382,2072626.643928532
1383,2045175.4570943187
1384,2086494.6300260033
1385,2307877.460719908
1386,2665013.1439892454
1387,2696437.513978057
1388,2514746.5480652223
1389,2358129.6347743864
1390,2198659.677266343
1391,1923192.272285194
1392,1747550.5322828393
1393,1664733.7492465656
1394,1598310.530945453
1395,1579579.628354268
1396,1623281.0268544615
1397,1773128.231334467
1398,2133693.331074093
1399,2388962.1729153115
1400,2384580.2005075747
1401,2170049.7756013386
1402,2039080.7135323077
1403,1884714.0302598435
1404,1827494.9367417765
1405,1861339.2121950693
1406,1800696.1895952108
1407,1871362.9185265682
1408,1967908.9565723378
1409,2094824.7614022358
1410,2323622.7112717796
1411,2275737.861719643
1412,2051123.8869377559
1413,1889568.185132959
1414,1715585.3700067368
1415,1470745.4876788992
1416,1269830.5466493508
1417,1185053.270085031
1418,1186887.474891748
1419,1235054.0919782578
1420,1305587.6854114942
1421,1467697.8208147695
1422,1783924.1537629813
1423,1980474.9596841028
1424,1999039.298325183
1425,1871619.9025105466
1426,1715168.864342995
1427,1664931.5558199745
1428,1625970.8846436916
1429,1645751.924174759
1430,1619837.111495226
1431,1665507.8995421391
1432,1740063.3768150911
1433,1874896.8314895674
1434,2139787.792651254
1435,2174830.602425546
1436,2003166.0554567287
1437,1846363.9942149122
1438,1625946.2431006597
1439,1352708.6515331832
1440,1165676.9384296343
1441,1101412.8686988405
1442,1065588.2739588553
1443,1095994.5804925999
1444,1162677.8348544792
1445,1293989.6025924108
1446,1663426.5585688115
1447,1864566.1936317342
1448,1806065.1810316923
1449,1558129.1475863066
1450,1383490.2134564505
1451,1364052.391138416
1452,1326716.2916166768
1453,1337144.4327123156
1454,1269435.2648186374
1455,1270429.574076599
1456,1318771.106454798
1457,1502136.8979647637
1458,1783330.4470278693
1459,1844106.7885277525
1460,1714845.4016033926
1461,1579023.9423096222
1462,1422077.1245413306
1463,1278190.140410571
1464,1127892.9813396595
1465,1098123.4458219823
1466,1100530.2521273834
1467,1129591.7043038735
1468,1223959.6340790004
1469,1349799.6360705292
1470,1731403.639138294
1471,1999476.477664128
1472,2002267.5412393878
1473,1821863.863250094
1474,1655312.2447254534
1475,1567517.3052662848
1476,1509343.1549807277
1477,1558354.8358539897
1478,1587503.6475206013
1479,1699548.8220996482
1480,1824069.4108340798
1481,1965249.44075305
1482,2214058.740618381
1483,2222850.262822831
1484,1999216.8537019526
1485,1818558.1484092947
1486,1664624.4963707882
1487,1478007.1404549594
1488,1311759.6741911946
1489,1215150.9284620753
1490,1192190.4262964986
1491,1199446.6402849064
1492,1219283.2673533398
1493,1254715.258121392
1494,1297700.7500183627
1495,1442403.5389986725
1496,1542483.6586690103
1497,1525899.9583064439
1498,1418789.9873197482
1499,1397440.2113914238
1500,1347973.4384223414
1501,1418606.8762898035
1502,1363299.060757136
1503,1441357.8842286074
1504,1490617.2537167645
1505,1577975.4055423806
1506,1820224.8038422903
1507,1770586.0141040378
1508,1593099.670576577
1509,1513245.8880604354
1510,1434836.0184858772
1511,1273714.6661734194
1512,1066093.7102230045
1513,917298.0041791477
1514,899592.2873963863
1515,929560.1766192124
1516,986280.0687026532
1517,1002915.2657301027
1518,986437.3838429281
1519,1056276.239950676
1520,1176644.1657621434
1521,1134820.5433640305
1522,1024202.2406869509
1523,964903.1591349252
1524,1008028.8854488676
1525,1029718.0894457932
1526,1002584.1330233284
1527,1108735.2626199727
1528,1250230.7259400445
1529,1461432.1485934847
1530,1802055.144410286
1531,1834114.7410814464
1532,1719326.6859011755
1533,1663959.2704697228
1534,1620888.1023981895
1535,1365948.3065432315
1536,1168239.8193914294
1537,1037909.1300837698
1538,976886.1628819125
1539,953638.636610732
1540,1031454.0512956424
1541,1206274.8160366581
1542,1689273.9566390484
1543,2023428.887832163
1544,2027951.1145955035
1545,1841233.8523106412
1546,1726201.34771949
1547,1591423.5114330486
1548,1553839.4056929154
1549,1634110.9484969475
1550,1609877.4305797452
1551,1688513.9908771054
1552,1739323.223557067
1553,1888379.2289962135
1554,2162332.1460474534
1555,2216103.7994963233
1556,1985226.796311535
1557,1811358.8338336737
1558,1587994.957185687
1559,1307543.207515879
1560,1170870.2481871203
1561,1109632.7290987752
1562,1065561.9565144705
1563,1116523.23951186
1564,1171593.9718756485
1565,1267181.3010932328
1566,1708186.614975038
1567,1961894.751794761
1568,1895490.932094986
1569,1687206.207720071
1570,1504805.9211918078
1571,1342540.415620054
1572,1255006.0455266316
1573,1318089.3187202644
1574,1433789.3443653346
1575,1578151.4271601993
1576,1658513.0684378631
1577,1822668.7630083174
1578,2112947.1442725016
1579,2228716.911231651
1580,2056344.7888917718
1581,1897715.1803333373
1582,1661747.1610638138
1583,1390558.7842008388
1584,1263023.5273145603
1585,1207337.8782073958
1586,1190845.1940495588
1587,1253364.2349239814
1588,1342356.116775406
1589,1486231.54497948
1590,1858827.0810431524
1591,2011595.4819263
1592,1905914.1759236737
1593,1703666.927039382
1594,1546186.1830788152
1595,1442635.528901186
1596,1409333.6402214083
1597,1422129.1210422607
1598,1471579.2871066902
1599,1618584.2429469402
1600,1781606.3504932148
1601,1971254.1691705252
1602,2277340.792379692
1603,2307145.528054563
1604,2098604.3041682886
1605,2008881.4886033745
1606,1871593.4109661719
1607,1592509.776328826
1608,1448996.8255325572
1609,1411663.4030462538
1610,1420096.0032797332
1611,1468871.4700990552
1612,1597951.3451650047
1613,1794278.9620244575
1614,2232677.976368809
1615,2489079.9007634725
1616,2454878.487932981
1617,2298490.1309733083
1618,2221899.2923061936
1619,2176493.456456925
1620,2144814.8193871025
1621,2145569.495477086
1622,2052171.1416665157
1623,2069889.224939884
1624,2160906.336510219
1625,2359774.7980856863
1626,2668952.8989351774
1627,2735656.8669449477
1628,2502344.017947564
1629,2333714.783871903
1630,2149004.133723876
1631,1833426.6265243269
1632,1694662.1044081654
1633,1643450.407861107
1634,1631998.6101612574
1635,1667242.4933509745
1636,1769264.6068055644
1637,1885944.207314408
1638,2251806.0764728044
1639,2453306.0623658416
1640,2414241.6159650343
1641,2202299.350426671
1642,1968952.8321659293
1643,1804614.6132470202
1644,1723578.5988747468
1645,1742946.6450848188
1646,1696574.53468007
1647,1774418.8693871018
1648,1949488.398809926
1649,2227596.606598934
1650,2488243.526124344
1651,2505479.673946806
1652,2278278.529282869
1653,2178090.5749296523
1654,2024368.675129968
1655,1822131.1828930709
1656,1664580.195822179
1657,1623670.602877685
1658,1593834.3749293273
1659,1609610.9569716714
1660,1619086.1245723427
1661,1636790.059465604
1662,1651560.5339589757
1663,1746129.2034530374
1664,1840455.9568488128
1665,1831199.8506724206
1666,1757923.9528448104
1667,1613680.4924778468
1668,1527553.2084474014
1669,1508614.425138894
1670,1470873.0235301787
1671,1576226.6371692456
1672,1732115.7198751331
1673,1968963.0998983306
1674,2243347.2971594455
1675,2256490.281208882
1676,2067419.272564757
1677,2013508.4589209245
1678,1942478.179755935
1679,1838800.9146463918
1680,1644576.073471798
1681,1494623.6923155172
1682,1436889.9998664577
1683,1444192.748210631
1684,1460741.6915247052
1685,1421937.1237576823
1686,1331429.811896333
1687,1318610.7285363665
1688,1314787.6741641623
1689,1307962.1429644888
1690,1256050.1097007575
1691,1184449.1837497258
1692,1105762.5947376236
1693,1028960.0559302771
1694,921465.6047345741
1695,915207.4624382196
1696,1047816.2764737308
1697,1347479.692274336
1698,1665679.4256617448
1699,1735403.486394089
1700,1551509.405689197
1701,1553322.6259002467
1702,1425538.5346495002
1703,1322709.7831861805
1704,1225486.05611451
1705,1203582.7163212234
1706,1266210.4535729252
1707,1322716.553041729
1708,1415145.1045996891
1709,1592717.04911287
1710,2004758.6815213056
1711,2289932.465471555
1712,2297878.925437886
1713,2061033.8779526325
1714,1920960.8150398026
1715,1847512.3957171086
1716,1811964.537948733
1717,1838215.4780438023
1718,1778799.2843240853
1719,1846946.6386264823
1720,1985792.7915814668
1721,2200445.5361465616
1722,2463325.048502252
1723,2548213.363937287
1724,2331790.331133834
1725,2183123.865638711
1726,2015896.0699342154
1727,1782870.0747615464
1728,1643382.1445578206
1729,1542477.9222573177
1730,1514687.7135914643
1731,1575078.2808444605
1732,1649508.658746576
1733,1754635.2243267107
1734,2102935.798951
1735,2350663.1525563532
1736,2334077.132760666
1737,2160427.7340439395
1738,2045716.1815342708
1739,1988605.7361228536
1740,1953799.781860441
1741,2088861.1480251953
1742,2097436.7219429193
1743,2100614.3643341498
1744,2130067.3031236953
1745,2238690.7123110103
1746,2395019.9125615596
1747,2507760.509596918
1748,2316754.866570324
1749,2162941.6442215536
1750,1971483.0188132217
1751,1713405.8992036583
1752,1576078.3503667864
1753,1493398.1282893706
1754,1470038.8480368247
1755,1485849.3842985395
1756,1542129.3321080264
1757,1662150.9056862427
1758,2012364.2651824867
1759,2299960.029829833
1760,2336664.773000255
1761,2220572.25666766
1762,2086696.0567803078
1763,2007371.3088190819
1764,1912395.6885533244
1765,1905180.5076231947
1766,1864770.8563017538
1767,1866380.7619884703
1768,1847553.3903826533
1769,1955051.0332774732
1770,2119799.8391715256
1771,2290709.2151916903
1772,2069522.147269553
1773,1907144.4184131764
1774,1684327.726794009
1775,1441675.3170771762
1776,1273997.5124627603
1777,1243677.0072023638
1778,1260257.5703846114
1779,1337040.4831035323
1780,1396093.6019653275
1781,1521429.3342756266
1782,1856540.3378412528
1783,2019249.3353263468
1784,1887840.8990378089
1785,1592489.944157428
1786,1345462.1902506915
1787,1239616.938429539
1788,1169068.8986993893
1789,1191136.5573968887
1790,1243385.855471569
1791,1310726.1201601834
1792,1457136.0325867773
1793,1675700.671436789
1794,1931246.526497141
1795,2163230.113321711
1796,1953854.5011664599
1797,1770728.3989131704
1798,1585262.6263649901
1799,1385199.5747937069
1800,1211754.1921700947
1801,1166315.4230918025
1802,1162081.4530305376
1803,1234176.740195541
1804,1365710.5468378353
1805,1534702.8760799484
1806,1897264.9738823923
1807,2117382.6518595386
1808,2039837.104787866
1809,1827764.6412907997
1810,1653275.3736823965
1811,1567573.7892950228
1812,1548690.6982546079
1813,1535011.597261058
1814,1495029.860947137
1815,1559674.197801326
1816,1743152.2109000222
1817,1995524.9225009284
1818,2254916.1574804047
1819,2446480.0623590345
1820,2193312.9113462134
1821,2011240.121251358
1822,1822718.397491495
1823,1604674.9316973675
1824,1435002.1924869008
1825,1363602.7539597824
1826,1319600.7878845523
1827,1354525.2359601634
1828,1399863.168911184
1829,1455163.5073203477
1830,1521505.882155062
1831,1674267.3462450411
1832,1726669.057767988
1833,1611508.668231809
1834,1488766.5303337483
1835,1377284.678741867
1836,1313826.272735013
1837,1254884.3851652194
1838,1267034.391880443
1839,1390047.1543070227
1840,1534901.453869122
1841,1752317.7452791417
1842,1993703.6825284339
1843,2080399.3104529497
1844,1891333.106027189
1845,1816654.0753001794
1846,1747087.5294806776
1847,1615935.93129085
1848,1493329.0456480547
1849,1369463.5134714958
1850,1301747.88998255
1851,1259295.0756966348
1852,1257148.9706059282
1853,1252576.3914523132
1854,1173073.661027615
1855,1199251.9763169026
1856,1308197.2181465768
1857,1393322.8753557499
1858,1400748.4474652756
1859,1484615.3985843225
1860,1479669.9087062886
1861,1456448.6507043089
1862,1433238.9109004012
1863,1496488.8852365895
1864,1578847.239260064
1865,1758901.2630436132
1866,2033058.3140527718
1867,2191855.586293898
1868,2119482.9119843687
1869,2086209.4035403877
1870,2025889.9932593496
1871,1833560.707200174
1872,1643599.1688648039
1873,1542716.4869837535
1874,1485592.4859730848
1875,1497418.796964039
1876,1569650.6434678233
1877,1788201.8001558972
1878,2224346.947951219
1879,2457104.2064730832
1880,2410682.837502795
1881,2213379.1133474177
1882,1824652.1730439998
1883,1888559.6102357432
1884,1977107.227008678
1885,1920601.6435357279
1886,1850832.1371998712
1887,1885486.4758194014
1888,1963966.798654721
1889,2159398.74163139
1890,2413765.133308438
1891,2627678.0592214894
1892,2456156.2289624535
1893,2215145.0375128062
1894,1979144.0113853067
1895,1739105.021950536
1896,1604799.1704989693
1897,1514108.1139999467
1898,1492374.4126484971
1899,1553936.8033308624
1900,1567074.483256928
1901,1697264.2240965187
1902,1998241.638711109
1903,2172392.830443172
1904,2064127.0799762504
1905,1856958.375338029
1906,1796405.1972390534
1907,1742948.2737266694
1908,1639307.0173574977
1909,1670117.9041572423
1910,1697532.0545685196
1911,1752650.8604809882
1912,1743691.543816968
1913,1844970.4594870484
1914,2043257.1046440871
1915,2208779.296972315
1916,1990769.7580901668
1917,1772352.6232359533
1918,1591661.974627073
1919,1394623.3568725593
1920,1218850.613118861
1921,1193350.4195567546
1922,1200362.5864597473
1923,1288135.0261693385
1924,1386678.3634133136
1925,1543340.1089466
1926,1920122.9761284436
1927,2118518.901994397
1928,2020360.5890839174
1929,1834967.4981709304
1930,1802106.314250221
1931,1871164.471735702
1932,1890322.5398119339
1933,1911762.1517106085
1934,1826991.7665820187
1935,1779542.2646889014
1936,1882733.809604909
1937,2129954.5369911683
1938,2460973.510169761
1939,2724754.155305721
1940,2481928.3606042145
1941,2246001.8713795226
1942,2008529.48312092
1943,1782632.7528428172
1944,1565427.0340145514
1945,1495853.4252700426
1946,1468794.5806795561
1947,1524300.4428925642
1948,1611480.3249771886
1949,1735605.4314234797
1950,2060893.974239903
1951,2188352.3429672606
1952,2004177.8041296192
1953,1732212.4572220831
1954,1534241.8714857327
1955,1459941.8987644012
1956,1452029.933620884
1957,1512073.2670437682
1958,1524438.1197615406
1959,1626618.5080089262
1960,1761930.814996294
1961,2031497.3564067278
1962,2304712.0772280027
1963,2532483.565354472
1964,2330067.052499885
1965,2114098.0760362735
1966,1913932.3152434996
1967,1680457.121980904
1968,1603778.1834985786
1969,1533391.4809672758
1970,1526722.5346067569
1971,1565429.083905076
1972,1652398.088247535
1973,1800641.1880303086
1974,2101831.4242565054
1975,2235444.142406925
1976,2094607.9488897785
1977,1806132.5841028085
1978,1580714.896207566
1979,1524154.014728319
1980,1490201.2338971696
1981,1544326.6518205735
1982,1595244.2255605261
1983,1724865.761273577
1984,1862408.1126827816
1985,2000057.3794644298
1986,2137353.839220177
1987,2339979.2812651964
1988,2092195.753504536
1989,1851439.8730299887
1990,1638755.7418151102
1991,1485723.5806764597
1992,1348794.0107099973
1993,1313768.3019570839
1994,1214648.8350897667
1995,1168226.304202863
1996,1163075.1298958568
1997,1171040.1234249715
1998,1195077.1331207808
1999,1348797.9091479273
2000,1404563.6550677752
2001,1370347.8942187943
2002,1292839.9675960266
2003,1163783.7779747336
2004,1077273.1508748392
2005,1031697.5443259059
2006,993411.3965415444
2007,1080410.1257813033
2008,1212576.3240260566
2009,1418040.8463468517
2010,1580830.991552925
2011,1828550.0199846285
2012,1670656.920874939
2013,1543340.149302599
2014,1429960.1298041707
2015,1252030.2554836797
2016,1091391.9765942898
2017,988742.8263515583
2018,986785.5547630052
2019,988764.5016874752
2020,1038593.2851620931
2021,1064174.5130846319
2022,1104878.261344596
2023,1198634.3591658305
2024,1191152.3901150443
2025,1085412.7551567107
2026,968008.0861968709
2027,927529.4813784941
2028,866701.9446138878
2029,819841.462489836
2030,845482.0119226557
2031,918653.8386381166
2032,1104858.1294630303
2033,1405302.2370335595
2034,1610566.265489536
2035,1760878.2660081328
2036,1654868.9953559241
2037,1498393.5348479832
2038,1309816.8054726862
2039,1168384.784723065
2040,1060887.5411897302
2041,1013420.8186560186
2042,1071800.1856271958
2043,1154244.7697168468
2044,1335356.796454548
2045,1815844.4935308879
2046,2078287.367987915
2047,2096046.4816872901
2048,1825468.6271507207
2049,1578635.6260024405
2050,1498732.522394593
2051,1407737.925873813
2052,1273157.1977411127
2053,1142412.1026753967
2054,1110635.4953016788
2055,1166592.488996048
2056,1362227.1411377818
2057,1672579.4843755248
2058,1956656.3417050424
2059,2116753.4388089343
2060,1975617.374001332
2061,1728630.7615099428
2062,1454594.7799744778
2063,1315209.968352703
2064,1232193.942344361
2065,1204883.4800071872
2066,1239413.4167570153
2067,1327488.2403192974
2068,1544328.1200936332
2069,1908156.1191913164
2070,2117545.0832499
2071,2034997.5308310958
2072,1733578.1671594204
2073,1546498.8991295244
2074,1433116.57078503
2075,1317266.5861047192
2076,1265196.2405031086
2077,1174793.7369919764
2078,1165087.575155353
2079,1179060.6541694948
2080,1307281.9584812613
2081,1509860.454784955
2082,1669906.4267713644
2083,1740401.1600146997
2084,1571160.2731032288
2085,1356119.0661387471
2086,1110542.417799807
2087,1046187.5202454946
2088,997241.0803948193
2089,948093.0753506769
2090,945028.0002756261
2091,1021386.7414274229
2092,1160950.592803724
2093,1523145.612628823
2094,1733969.0017357767
2095,1707895.6000284515
2096,1509532.9284724174
2097,1353054.6657397116
2098,1282893.9239973777
2099,1212916.440070619
2100,1216185.644116236
2101,1208950.700202348
2102,1231111.6253149593
2103,1271223.6919731847
2104,1423068.4423812302
2105,1578711.977328432
2106,1709431.138271346
2107,1776193.4118772435
2108,1623203.13599376
2109,1410797.3932643551
2110,1249717.605819776
2111,1125928.1501893778
2112,1043907.1895752928
2113,983842.065378208
2114,977573.1446428467
2115,977820.783777663
2116,1085912.803810185
2117,1450935.5079089352
2118,1663015.7679833113
2119,1642175.1977329731
2120,1480629.646023068
2121,1376519.2456872808
2122,1385841.3362997447
2123,1236825.5992733475
2124,1185774.0692762407
2125,1105170.86838583
2126,1083433.5025496122
2127,1087854.8240387433
2128,1179638.11764601
2129,1331377.6309904298
2130,1566301.485294398
2131,1682993.6308861196
2132,1552381.2379120777
2133,1341647.368355377
2134,1086491.994027522
2135,862145.8823309944
2136,742203.8851997642
2137,683328.9768510923
2138,718890.9516184897
2139,809071.0370380601
2140,1029518.1149119004
2141,1441220.6147034974
2142,1700248.8005659375
2143,1779356.7882208612
2144,1691969.772823754
2145,1628878.205836035
2146,1574954.756564069
2147,1477456.5893255656
2148,1361176.1479374282
2149,1246076.642889595
2150,1231441.2117755304
2151,1199077.0253593114
2152,1307800.6478910353
2153,1385411.3244122977
2154,1525214.249462078
2155,1575391.1678394366
2156,1452470.8569038874
2157,1316938.2364927705
2158,1157251.4724972798
2159,994197.2700146867
2160,921370.135596362
2161,868651.6382902655
2162,861393.3522016272
2163,836552.7068245054
2164,822651.1414135447
2165,869209.7065620632
2166,977650.0216933981
2167,1072377.6765991994
2168,1058669.1113315225
2169,924373.5197891833
2170,816394.278123922
2171,709948.3695394931
2172,654029.894542467
2173,631245.9719556321
2174,624017.1642204614
2175,583581.6752082511
2176,654198.9897258482
2177,885198.6730513971
2178,1080477.0968353394
2179,1161882.6786607772
2180,1185191.3355805834
2181,1099416.9426880318
2182,973566.8854690993
2183,833736.1579303979
2184,744881.3889429601
2185,720899.8812706589
2186,722309.1235392143
2187,772950.8532247331
2188,805293.2628791261
2189,818425.8179977918
2190,852971.1192315342
2191,901475.3371339499
2192,879034.1794369117
2193,777315.2843914463
2194,718771.3944315463
2195,676145.5416131134
2196,593622.855252605
2197,530066.2461297408
2198,526026.1748412345
2199,542087.7676088276
2200,665934.3735686478
2201,973732.1374910768
2202,1291978.2721996899
2203,1493042.3517813156
2204,1535068.5357411557
2205,1505818.2553093242
2206,1347715.9892573713
2207,1254144.230868248
2208,1193091.4624464114
2209,1180363.3605590034
2210,1212915.8896691406
2211,1314137.42047486
2212,1531860.2951363812
2213,1888482.9904335646
2214,2147858.94666588
2215,2227406.89164313
2216,2096971.4892986943
2217,1948893.4983448603
2218,1907426.4238467384
2219,1865512.9052198334
2220,1817259.877974674
2221,1776625.1510145585
2222,1817805.2725228434
2223,1888028.976061763
2224,1991173.1072771866
2225,2180993.437497636
2226,2285861.6982141854
2227,2376556.5910511394
2228,2299239.5621565115
2229,2116193.514915732
2230,1905556.4926197776
2231,1779908.0541962185
2232,1707430.4370861358
2233,1698879.3254650235
2234,1740806.080927794
2235,1809348.961383861
2236,1972918.7163722925
2237,2299726.1928527085
2238,2487020.8447407633
2239,2533372.159775591
2240,2391751.5900473157
2241,2249224.2579945847
2242,2090310.267537554
2243,1929727.460800586
2244,1812857.4747976612
2245,1729438.5313891857
2246,1703519.9757891758
2247,1657819.9345475489
2248,1680845.880821427
2249,1822863.3263699117
2250,2013962.711866772
2251,2075484.0930895014
2252,1999282.7580538946
2253,1787085.39047813
2254,1570982.818052787
2255,1450311.046951268
2256,1421756.0470725414
2257,1401379.10417475
2258,1455970.2774147666
2259,1593735.728737235
2260,1751928.8365470758
2261,2059955.0732577874
2262,2267024.8369199247
2263,2328721.5511123766
2264,2115164.6149172615
2265,1910861.1356374656
2266,1826382.8863947273
2267,1738758.746169675
2268,1714812.7851888505
2269,1722593.7820359564
2270,1762021.3117319215
2271,1796754.7936098212
2272,1857280.8661618314
2273,2053806.984089464
2274,2235211.7254325133
2275,2284957.490571496
2276,2145728.9865341764
2277,1970888.2670010196
2278,1772746.5989996889
2279,1614535.9945473133
2280,1560473.312490447
2281,1542632.4427203245
2282,1519693.7951527243
2283,1554945.7643482469
2284,1638653.349055753
2285,1899650.800958865
2286,2078076.872931832
2287,2147129.7339566103
2288,2048847.597169646
2289,1964673.8678276655
2290,1948923.0904559824
2291,1867875.313631092
2292,1777801.623639156
2293,1720480.8662134826
2294,1673429.272260547
2295,1615121.7925228518
2296,1629174.805968681
2297,1826560.6695643398
2298,1997046.9670714708
2299,2040736.5286009572
2300,1976360.9191887921
2301,1857913.0175794475
2302,1657667.0279588173
2303,1511009.696228549
2304,1475596.2926121908
2305,1429858.7057410884
2306,1411902.6749987733
2307,1380653.671654416
2308,1269929.7989522645
2309,1128352.7759074206
2310,1154800.0607537378
2311,1157939.48922335
2312,1029264.9274178422
2313,884508.7682995825
2314,808901.0883333635
2315,728343.8800127255
2316,584612.8365221833
2317,502524.1809343343
2318,453555.62525390007
2319,507927.2123754475
2320,674414.4842249351
2321,976156.5087588866
2322,1229722.4416578582
2323,1364450.5700905554
2324,1361152.632959867
2325,1299928.049458062
2326,1187296.497753598
2327,1048364.3222520029
2328,1001146.9063371603
2329,988029.7423191372
2330,988907.4062146446
2331,1039983.097491101
2332,1073849.8795319346
2333,1078786.946978528
2334,1157331.453158773
2335,1309609.9578390114
2336,1237828.1196765197
2337,1102606.1224124175
2338,1031838.6504595849
2339,985023.1501486945
2340,910164.7060936495
2341,887781.963575162
2342,892172.6551103274
2343,908212.9654170444
2344,1001330.0821604824
2345,1259569.4119594404
2346,1508534.717927267
2347,1580080.3465120217
2348,1564061.023766313
2349,1498012.3604712288
2350,1352395.5750567664
2351,1195294.8960634244
2352,1130731.8530701052
2353,1111838.4271483396
2354,1100341.4771857918
2355,1113942.9331491082
2356,1112938.109022148
2357,1060280.0822585325
2358,1051167.3917398597
2359,1075460.7709613342
2360,920626.4413663077
2361,764222.5224918051
2362,720155.1004410684
2363,700357.612320071
2364,589154.8031255438
2365,518581.86776178045
2366,473234.75540634687
2367,503358.4221182466
2368,713420.5619851096
2369,1106865.7672247642
2370,1414989.2409014704
2371,1534891.4478318174
2372,1560058.1242607944
2373,1494269.5941967235
2374,1366987.5536226693
2375,1183040.534237786
2376,1089103.7767984676
2377,1015710.3520801646
2378,988495.6452542781
2379,1004016.2179686821
2380,1018301.4715144446
2381,1010624.379663397
2382,1018407.892281963
2383,1063346.1844298365
2384,1058074.948975001
2385,1007617.9383466236
2386,1019069.4221396187
2387,1009583.1313086547
2388,917067.3631603373
2389,856667.8372446479
2390,850695.406033136
2391,868899.0288056422
2392,1045193.5944063159
2393,1326237.3544108418
2394,1514057.4819673398
2395,1568723.957628006
2396,1596474.1739571781
2397,1498910.6102065982
2398,1293337.8639493831
2399,1065542.546090103
2400,963990.413904978
2401,922176.2065465103
2402,924871.789225043
2403,946623.5922166517
2404,1057468.6783843527
2405,1406957.142542815
2406,1649741.0639836958
2407,1840739.2258764019
2408,1831320.693507329
2409,1672544.028797301
2410,1518272.4862528162
2411,1352056.4177522042
2412,1319837.1139566754
2413,1310422.9144145513
2414,1345997.4023684675
2415,1367381.4028422493
2416,1445258.6813159962
2417,1617433.1237394472
2418,1793264.4958852064
2419,1884417.6911462918
2420,1832994.7980140923
2421,1676732.2037942114
2422,1492110.4957102067
2423,1378645.5204354925
2424,1306028.5652444803
2425,1283231.8571602954
2426,1266976.7943367586
2427,1347606.0455407354
2428,1488915.6741475917
2429,1790371.0069690112
2430,1970618.9283035288
2431,2009745.7294479276
2432,1814307.9756128248
2433,1596451.0590986824
2434,1471653.1815688286
2435,1341718.0290012108
2436,1327421.2908105603
2437,1240760.8681185446
2438,1201498.6888870161
2439,1198131.3780473263
2440,1333370.2099136526
2441,1656498.9913533803
2442,1875929.3079365855
2443,1912591.4965892346
2444,1832283.432313135
2445,1645519.9901641835
2446,1375884.4189689455
2447,1190176.7027540323
2448,1140278.2657489378
2449,1147948.180665834
2450,1207266.1681153919
2451,1285711.5054323608
2452,1398005.427771783
2453,1696888.3853567946
2454,1942567.3795785399
2455,1996581.4920459162
2456,1812647.6829903997
2457,1694392.4254668867
2458,1628356.779209079
2459,1495093.2001043258
2460,1436884.598456233
2461,1374342.97128965
2462,1359260.6848317154
2463,1396727.528148357
2464,1549680.9093304523
2465,1796591.415841225
2466,2063233.966006583
2467,2197694.260059442
2468,2163355.38917502
2469,2028386.653168149
2470,1802240.1010845313
2471,1647802.199267667
2472,1586183.1432429906
2473,1565373.6770179856
2474,1609530.08976034
2475,1623851.3959070528
2476,1722828.9270570055
2477,1962123.8926391467
2478,2160417.925509857
2479,2174951.3071253262
2480,1962977.88338799
2481,1702122.4531812351
2482,1522593.5220388987
2483,1443263.441557761
2484,1346862.0463477669
2485,1231676.9931702025
2486,1160521.2714343702
