Time Step,1,2,3,Import/Export_1,Import/Export_2,Import/Export_3
2161,125093.73623799997,47322.19272399378,23664.31882988315,217666.3594268023,146239.88720599018,146069.00823391197
2162,120800.24594014863,46643.76157498184,29238.657036364057,226302.6059119708,144045.16763077702,143243.18888785486
2163,117541.128574,47492.30719173635,28274.907036051412,218074.2987392116,140143.06075852652,140994.05728560805
2164,116079.61653126324,48229.063604183015,27895.98010039542,209729.06452120753,137874.57550825836,140983.51460561567
2165,126505.5458495992,53426.77522658896,30945.60709746808,224933.25216097056,147123.93738821778,150419.84004732926
2166,158600.24332480028,60389.15532120002,30577.10045692893,264308.7434992167,166594.16145355528,170776.26902845653
2167,184327.39728389977,79451.38315857356,25236.74055437401,282314.945953676,191915.62930709627,198531.5877599587
2168,194404.77942882376,68233.60914632726,19124.983083660638,240646.23812185624,215551.5028459477,216654.39623719512
2169,174748.02274890308,42474.128203886605,11425.176406852732,119531.8832429382,216324.63834800117,218185.81321007328
2170,160317.6814178293,45279.36379386267,3141.9205313231605,42680.407790447534,201537.87206818178,208177.5772551345
2171,135864.16273685693,20186.480452487354,101.92388254174647,15769.530329157318,177439.30644198225,190084.9556232544
2172,111810.52753557893,6306.169966234549,0.0,0.0,167334.2027426283,178659.74255721868
2173,87108.79252786058,313.6322191566236,0.0,0.0,154697.1471974936,164755.887750234
2174,92225.33799376222,0.0,0.0,0.0,153928.16764706734,165388.47474756208
2175,98044.44412918866,7817.2072747311495,1998.6055767851412,15034.851953148383,149861.4418382278,163236.89776824723
2176,119528.85239035335,14108.387710228179,4695.656013794964,110172.03175839492,153842.88408798148,166097.0908704592
2177,148034.78492469882,34400.7571223667,34146.24552850501,273220.2858650753,174383.21313550635,183782.30466891738
2178,182663.21452229482,80248.71597501113,41030.75666907467,364246.2247467437,193348.03837714164,197180.4290496268
2179,202077.3665129737,100052.5244843975,41997.07239823073,393122.308101847,201828.94808083368,201680.4170600906
2180,202517.66657917862,102181.38633418929,43509.296163153995,413781.30217142624,202676.9822467658,202172.84109123785
2181,179306.2299286663,100556.78774798081,36709.377304397785,398871.66548760724,181513.42992453178,184936.51130936053
2182,160670.12831605138,85906.63273443781,32503.241342983714,357469.4384456425,161630.97438777465,160665.24966864157
2183,129150.38544373758,76996.0,29016.18298720215,306432.5091326188,138871.95115520182,137680.25302277604
2184,103950.44562799996,72124.65328936101,37059.55256898669,268945.8826183396,126124.21337535468,124139.47624480477
2185,94397.25763400001,70127.19327185221,43239.62896559849,259630.6885799218,123093.0793290754,121853.38239567578
2186,101001.99476175632,63596.93177055814,42427.59000861433,265059.75979089347,124410.76248759312,122703.77998232859
2187,110465.76609350041,67140.888061,51452.45284751817,285222.8020328422,132613.31928061525,130478.6565953244
2188,112217.21028100002,74020.34883200002,53052.22270485985,305440.1324861109,132224.21800084272,136136.7468316692
2189,111584.95600800011,76124.37844799999,52610.25067435225,316209.2405342461,127053.12912503183,142445.6908020119
2190,119332.00325120032,79329.75301399999,51666.78288710396,330358.04713138664,123726.68553419448,155764.97189564546
2191,136113.91762079543,85967.80224222933,56239.32817155328,327497.1605562799,129198.25588617493,174598.21047150317
2192,143265.7710228667,86879.94748080787,44892.11605225691,291048.71560659166,131455.4187973287,187346.4449900779
2193,119799.91092413712,80003.0385630846,16074.0,234589.48384785434,127849.9595073126,199010.94219785428
2194,114584.09323796224,54061.18919089739,7195.020110140954,208552.33839263854,136715.16327892386,217244.31950985492
2195,110605.29828193597,26319.00475303644,0.0,190311.18989750242,143667.52904548586,225325.34350722845
2196,91198.95955835561,12792.597589394392,0.0,153183.82155384036,132956.82505746715,212117.02758399572
2197,74577.22524920091,8435.915571916094,0.0,114346.50803537067,119132.23404059024,191832.0177401478
2198,75036.63636571071,7926.572742111298,0.0,112901.6839105599,120122.12199711075,186232.64675551237
2199,83355.34011545798,9924.796109523677,0.0,136527.19511865464,126065.8140262418,184263.4900778983
2200,108631.36287259297,21092.127220919283,1829.999295601248,202893.67290435286,143732.5276555133,199308.04709411692
2201,171834.69768511248,78903.19185351675,13208.336041577055,300604.51336255076,180524.16673502955,235113.1610219066
2202,290209.12033716566,111880.45072241331,18372.08486747148,373225.6854488953,239525.6055492112,258934.43185692176
2203,346916.8564047943,141010.3906348394,35647.83950592497,398339.54258758895,295364.2506051404,281224.80956767447
2204,364254.8131718059,138065.76130283426,49063.85442783999,393409.82101068075,312587.00375602924,282116.920285631
2205,356025.1374818205,125655.0,67428.08480791055,375474.1879587526,312063.60734428675,270161.8320627483
2206,333017.2539995526,122195.69483383065,55915.051455680325,327584.337099982,271492.99328735133,238756.87003238802
2207,326308.2237836,123755.36614035643,38888.3390393601,301929.3127595896,245197.94075897313,218549.73526487206
2208,314222.79594240006,123361.47866399094,37370.34080800001,284210.734388569,229764.5888692744,204658.7893870286
2209,307472.70802208903,125655.0,37363.09294752,283811.37812665274,227820.04748994973,198567.14680414877
2210,309773.12072177714,125655.0,42917.0494672,300600.7522126324,235151.5033907624,199197.24967700566
2211,324962.02230601,125655.0,65027.546847584024,323509.93003136595,261906.05091982218,213410.6239518532
