,Objective Value
777,1888412.50168499
778,1724537.3195733463
779,1673660.0471706449
780,1630753.417427963
781,1532751.7077318502
782,1468134.8431966614
783,1489680.4082138708
784,1565181.5137880128
785,1716556.8738987148
786,1794182.6252513954
787,1761794.2655275261
788,1648122.8420744312
789,1401068.3774784454
790,1146297.6389713306
791,981106.815554311
792,934323.0463508556
793,911169.3578750319
794,941981.1489446925
795,1013848.8215945895
796,1170670.0085125195
797,1527478.1344595626
798,1802968.8146001375
799,1804518.463881922
800,1622106.1178644917
801,1497908.3754981435
802,1421267.4808365768
803,1402052.54753837
804,1313872.3605940144
805,1306148.0696756025
806,1338974.9516581348
807,1455568.537407229
808,1744174.2143397576
809,2022200.0895638277
810,2188849.0761944167
811,2140355.1381654902
812,2032373.9651826872
813,1739247.2414669641
814,1372680.0195358142
815,1195841.4805372993
816,1054366.40245564
817,963705.2087420948
818,923525.9399666736
819,945104.6865571756
820,1049809.5082951447
821,1331144.3909766346
822,1542927.1448433439
823,1538917.9894496175
824,1301945.8380486206
825,1071789.5628669497
826,918709.0604823702
827,906720.7836850295
828,801518.7646246282
829,760387.7421938041
830,764096.7079408324
831,827824.748262395
832,965360.6243661785
833,1176883.45529547
834,1489519.428676906
835,1616198.283173258
836,1504013.317295878
837,1333429.051046371
838,1199316.188085492
839,1101211.7240729185
840,995154.4569953772
841,939777.2905223005
842,943356.8958464824
843,970086.3842938434
844,989546.7603196024
845,1060760.307598834
846,1231111.0313619964
847,1315571.0161109006
848,1196273.1424196041
849,1081267.4117457955
850,1016824.9566414723
851,947088.6973065635
852,854706.8953230759
853,787727.9314471914
854,796905.0416958372
855,822467.6919391066
856,914560.7596471391
857,1117708.2125568227
858,1277048.1841133663
859,1246119.0713193244
860,1233358.419609584
861,1149757.1666840387
862,1008981.1706831245
863,839674.1502454943
864,720003.9888722678
865,672223.7604381855
866,684894.0949312024
867,696016.5060799614
868,705266.4593290858
869,702266.3831887179
870,767105.5840661708
871,812564.445949657
872,760736.2043783838
873,714248.0028835952
874,763131.4049615643
875,827774.9733173554
876,758425.7754657518
877,677347.1680740159
878,717483.2561215269
879,814163.2813953909
880,1088117.2123412883
881,1318590.5648658755
882,1563772.097250865
883,1628061.252043434
884,1676643.0644784067
885,1618237.269809969
886,1408630.7914472413
887,1294535.2655973127
888,1220978.731925489
889,1221635.3953902696
890,1293011.777957447
891,1345313.3976911572
892,1509681.4921938207
893,1962457.9384012043
894,2247103.376848472
895,2212188.7166344
896,1984164.2808148798
897,1843371.9917161753
898,1720136.634187831
899,1590350.344015393
900,1488806.9050439915
901,1470956.8732311216
902,1515252.852939677
903,1607568.747924638
904,1774561.093407049
905,1975135.961858869
906,2088123.6532113208
907,2075253.0282032539
908,2019971.7167732792
909,1751773.5516223866
910,1388527.8876002743
911,1277158.2587211647
912,1227019.9550086274
913,1170804.7849864403
914,1190724.9228001616
915,1208348.3317308659
916,1298572.7900076641
917,1562716.018780258
918,1713456.302117385
919,1677505.850316134
920,1493892.2537422662
921,1099092.0085296782
922,978281.6858741936
923,889805.3740991775
924,892897.1165666053
925,881561.8031161125
926,1018307.7588179655
927,1034833.5496803754
928,1141571.9434966045
929,1377203.5436411933
930,1558276.449582369
931,1591673.8613654324
932,1612282.1099833993
933,1404030.6341143362
934,1156109.4551534343
935,1011668.1694477475
936,942844.8934718603
937,911261.1585440815
938,935137.6534346519
939,998799.5143100558
940,1144619.9871982238
941,1523649.1296143741
942,1795223.6085632583
943,1739481.9632858671
944,1547631.230347834
945,1392747.3293414868
946,1300173.1929644558
947,1110914.6752887066
948,1050819.3545351827
949,997533.8548737763
950,1011540.7357225614
951,1071974.3911542057
952,1291248.999039934
953,1610763.1002302093
954,1843265.1109532756
955,1909240.9710314607
956,1903101.0084228031
957,1699749.4662661473
958,1390170.1187168541
959,1245296.0964444673
960,1111623.0029402256
961,1059760.6639737869
962,1092704.172892156
963,1123032.338390015
964,1262305.2503083046
965,1561034.8953369542
966,1781257.8236566097
967,1703019.8016006597
968,1506251.2506891377
969,1307194.0473267355
970,1152113.3516206348
971,997842.025771544
972,911721.8889093862
973,823894.1690249689
974,855874.3601135958
975,938235.4222622055
976,1161036.7168707456
977,1487675.4607669583
978,1761302.2404504356
979,1811170.873016239
980,1769296.1119379657
981,1497525.2742901095
982,1300590.9169579598
983,1198340.865671678
984,1174807.42614419
985,1174040.498386365
986,1202402.8819111995
987,1252830.398199298
988,1403145.5720327226
989,1797315.1440296245
990,2073370.6215153555
991,2013468.5734604546
992,1796721.5414807512
993,1537373.0639745712
994,1381671.378049044
995,1274931.8409605543
996,1170013.3858999622
997,1087207.7074089046
998,1041345.8935716271
999,1019448.0031955371
1000,1132921.2841464703
1001,1287409.4892748913
1002,1441641.498491811
1003,1518495.6878106992
1004,1508930.5233494912
1005,1402399.6320346212
1006,1268913.671373442
1007,1223814.0890206445
1008,1162904.2078536793
1009,1123668.6653763882
1010,1148503.3108740356
1011,1150972.829068153
1012,1159453.1196143178
1013,1223922.4723042382
1014,1392882.88296647
1015,1453410.6423038591
1016,1313940.930154989
1017,1162030.7702229484
1018,1038453.0434241524
1019,944872.8375135922
1020,886432.1841676581
1021,821546.170978657
1022,803267.3759988667
1023,899827.8876163232
1024,1112241.3065686447
1025,1361762.5604140223
1026,1568022.6271238734
1027,1581354.0061720798
1028,1617802.5714568165
1029,1593698.8164649562
1030,1391294.57231679
1031,1223678.782108196
1032,1142428.9489927434
1033,1085480.1483312726
1034,1056356.8954242265
1035,1063523.1971913725
1036,1037049.453468517
1037,993349.2937331247
1038,1034323.6369462726
1039,1010805.2388996799
1040,887775.9791530089
1041,814599.9140476874
1042,774388.5761841332
1043,721688.7507062715
1044,628440.7871000537
1045,636462.7341691349
1046,679043.48401872
1047,787903.2592867864
1048,1027143.795626755
1049,1313650.8680704911
1050,1530441.5256049193
1051,1567920.715982378
1052,1600649.2700313043
1053,1592350.1246487137
1054,1367571.9514922537
1055,1184813.7011167272
1056,1070743.9996099332
1057,1033873.8605655356
1058,1043682.2011340926
1059,1114993.1251521278
1060,1248782.7100980282
1061,1635974.952729044
1062,1837196.8215388774
1063,1853794.5895201687
1064,1612096.6579648992
1065,1439279.5587670668
1066,1208545.468057511
1067,1038205.7265418842
1068,888673.9629352592
1069,799184.6136327839
1070,808904.5248885378
1071,855339.362007657
1072,1030968.6975379451
1073,1355861.181445572
1074,1713273.8077409863
1075,1831805.6474945133
1076,1871141.607633396
1077,1705109.986221726
1078,1456213.9899900162
1079,1345780.536161997
1080,1300620.197182188
1081,1283776.074633947
1082,1302705.149846637
1083,1310716.569762819
1084,1417354.0046023896
1085,1771150.715479481
1086,1994588.835146137
1087,1988564.1235684333
1088,1807548.720898926
1089,1707742.527544345
1090,1668676.3846136637
1091,1582022.8051460811
1092,1531134.0645000318
1093,1450101.9249423414
1094,1484584.2562345741
1095,1480046.8629519339
1096,1506710.8949828562
1097,1618554.2848631025
1098,1766011.4685520728
1099,1764361.291146301
1100,1744288.8902843618
1101,1565081.343198744
1102,1335011.4620436868
1103,1169999.2613475784
1104,1112713.9467685018
1105,1078181.096671924
1106,1097813.8810796796
1107,1165103.1171305138
1108,1311535.8891532384
1109,1649232.0204269968
1110,1859298.1842773063
1111,1752270.1070766367
1112,1521309.2976436324
1113,1242722.029598534
1114,1124440.093888736
1115,958637.6803308863
1116,841615.7970470886
1117,793511.0321512725
1118,799198.1412137661
1119,834427.8208526749
1120,1038585.1927888539
1121,1344758.4813999832
1122,1625394.0130958408
1123,1731194.7903259378
1124,1808298.5246985694
1125,1833537.782235572
1126,1638674.647264799
1127,1561311.0707693696
1128,1493543.9728145057
1129,1448086.6290847887
1130,1447578.3556298763
1131,1423391.6954712844
1132,1311835.353041023
1133,1241023.5734065152
1134,1227766.0652118735
1135,1175862.8724294652
1136,1055037.2363490732
1137,878517.0857346717
1138,820392.1378965606
1139,723092.7776749105
1140,606819.9467094636
1141,548757.0688592829
1142,552142.9467916165
1143,644131.568448486
1144,858687.1459927249
1145,1103166.7628619391
1146,1268298.7124911523
1147,1303439.4278006563
1148,1308541.6900945955
1149,1250538.0122126797
1150,1125801.4952581665
1151,971957.1148517763
1152,885721.6465705666
1153,888542.9856163574
1154,887298.6922045194
1155,914098.2962019471
1156,1033369.4298222954
1157,1259135.1267595564
1158,1436370.8257742696
1159,1435289.692745014
1160,1212160.540328733
1161,981783.6444080877
1162,887769.9149650051
1163,879444.0566061131
1164,853040.682906429
1165,878367.2964612488
1166,1016912.8476518317
1167,1224683.1218509711
1168,1409830.1353853785
1169,1615631.9506512834
1170,1827706.7856620334
1171,1844663.499881405
1172,1807914.3162069367
1173,1674248.7329066256
1174,1493755.9355256273
1175,1357677.3262742688
1176,1253497.2983755867
1177,1202642.2899400736
1178,1153500.7784264993
1179,1194235.3129309234
1180,1215175.420750593
1181,1297342.9433976333
1182,1448265.420882337
1183,1481540.1147746802
1184,1404973.776653058
1185,1245657.5196297066
1186,1137813.3490522387
1187,1115185.381932581
1188,1026681.0803025118
1189,963044.3888354354
1190,964373.6093661091
1191,1014406.3673635038
1192,1198934.3541197602
1193,1402699.735362855
1194,1613470.0791049895
1195,1622905.1389601622
1196,1656848.3632966543
1197,1587210.1468818798
1198,1397739.0095804678
1199,1213785.2364125396
1200,1107702.8845603415
1201,1030144.7441839771
1202,1032167.2204652919
1203,1054084.401971202
1204,1068481.1605392995
1205,1074900.1976312115
1206,1131589.666329083
1207,1142942.5638107704
1208,1074208.258752169
1209,972612.848648763
1210,963434.2449552709
1211,924454.0850006884
1212,773063.5498792884
1213,683244.5277981763
1214,692769.4686265395
1215,758558.3257007082
1216,974125.0608777802
1217,1283893.8966197474
1218,1598362.016218453
1219,1673836.2904603996
1220,1657194.8826516108
1221,1622725.8272092224
1222,1442783.1819844323
1223,1292230.051260606
1224,1193623.350756477
1225,1152543.8418416395
1226,1149926.2603022566
1227,1181946.7613497726
1228,1343522.8158159947
1229,1766182.00645748
1230,2010534.6904233336
1231,2039389.8934503626
1232,1948600.0602150657
1233,1799657.4403314658
1234,1640796.5264608269
1235,1495716.7225779442
1236,1440809.3618360406
1237,1458676.505075594
1238,1487483.063995167
1239,1523213.628729975
1240,1660837.7413279472
1241,1843379.578424667
1242,2039007.4101190446
1243,2063463.707842324
1244,2007493.0030950946
1245,1830643.3947621447
1246,1604773.323581253
1247,1525333.4326007282
1248,1435492.7355962372
1249,1392672.0686240972
1250,1410049.6793748003
1251,1464915.6674520567
1252,1582949.4544475516
1253,1920280.604804247
1254,2122794.6141707706
1255,2105277.5638244986
1256,1940999.194425809
1257,1842959.1449828534
1258,1727897.4319885732
1259,1608698.7894493206
1260,1564031.4788511624
1261,1607584.058498904
1262,1665244.8862702977
1263,1733717.834001897
1264,1823844.3954976595
1265,2000961.8319122784
1266,2138889.869933647
1267,2161241.2342324094
1268,2146658.722989276
1269,1988794.4419590773
1270,1749749.5802127214
1271,1619061.2024809772
1272,1539742.3283792187
1273,1502919.2000468322
1274,1499396.5039124358
1275,1584194.4132242932
1276,1710746.600845492
1277,2117339.6436209735
1278,2338673.649807177
1279,2245217.1998683168
1280,2022963.9245382152
1281,1815747.7198705273
1282,1751428.9721393741
1283,1687645.8531465796
1284,1656291.134450091
1285,1646736.3848411385
1286,1713513.1642445913
1287,1810527.5158574646
1288,1930541.9466362381
