Time Step,1,2,3,Import/Export_1,Import/Export_2,Import/Export_3
2161,118673.7306244715,67657.13434278133,7907.804091764008,217666.3594268023,146239.88720599018,146069.00823391197
2162,117085.6688965449,68729.94313417633,8278.396643066104,226302.6059119708,144045.16763077702,143243.18888785486
2163,108934.7059264,71298.39240768799,11025.474654653324,218074.2987392116,140143.06075852652,140994.05728560805
2164,106051.61089920004,73916.44834723246,10133.652236111415,209729.06452120753,137874.57550825836,140983.51460561567
2165,135654.980288,61905.07133929523,10464.955729131343,224933.25216097056,147123.93738821778,150419.84004732926
2166,181008.1648836,48037.07140400014,20020.833301045575,264308.7434992167,166594.16145355528,170776.26902845653
2167,188827.1205068656,91743.96074243638,5324.186345306403,282314.945953676,191915.62930709627,198531.5877599587
2168,182034.37249433275,92053.84677065143,5460.5660931093735,240646.23812185624,215551.5028459477,216654.39623719512
2169,181801.25003512102,28493.99855559965,19868.878677380842,119531.8832429382,216324.63834800117,218185.81321007328
2170,172264.18873699658,20716.796100217496,16745.51943848295,42680.407790447534,201537.87206818178,208177.5772551345
2171,131102.61804997743,17699.999194366923,4017.4428956880056,15737.121560883576,177439.30644198225,190084.9556232544
2172,116269.66241515739,2368.399829796317,3430.8270323631573,4063.9470784372643,167334.2027426283,178659.74255721868
2173,87738.1728698788,0.0,0.0,0.007622352367434359,154697.1471974936,164755.887750234
2174,92225.3379937622,0.0,0.0,0.0,153928.16764706734,165388.47474756208
2175,98044.45018295845,7817.207407582183,1998.6012310845376,15034.851953148383,149861.4418382278,163236.89776824723
2176,98459.54973865834,23173.673821031465,7258.539847676668,110172.03175839492,153842.88408798148,166097.0908704592
2177,130326.24071152974,67618.41769852638,14874.923968540143,273220.2858650753,174383.21313550635,183782.30466891738
2178,188872.24403807495,101180.64205949154,7609.60997221414,364246.2247467437,193348.03837714164,197180.4290496268
2179,210695.32598721568,116185.64033965647,12056.182755012067,393122.308101847,203396.064334131,201680.4170600906
2180,210464.88432469565,118543.26590704249,13822.571932453347,413781.30217142624,204507.5832228859,202172.84109123785
2181,173732.57672318153,122317.68811960054,12795.667274072624,398871.66548760724,184488.37464218782,184936.51130936053
2182,164308.19978240004,81563.17865600024,33386.09649249501,357469.4384456425,161630.97438777465,160665.24966864157
2183,114581.56894847646,63510.976088978496,65093.51917124164,306432.5091326188,138871.95115520182,137680.25302277604
2184,114415.99134799995,51872.47374484911,49227.008831025385,268945.8826183396,126124.21337535468,124139.47624480477
2185,114416.00298240005,50229.70913549284,42451.14233182299,259630.6885799218,123093.0793290754,121853.38239567578
2186,114416.00745599999,54697.30753680942,36199.586244712176,265059.75979089347,124410.76248759312,122703.77998232859
2187,114416.0007456,58253.601728,57513.31906211107,285222.8020328422,132613.31928061525,130478.6565953244
2188,114416.01565760002,67969.24020999999,57826.273137777804,305440.1324861109,132224.21800084272,136136.7468316692
2189,114672.16430080001,76996.0,47523.10827017644,316209.2405342461,127053.12912503183,142445.6908020119
2190,139872.77624319997,76996.0,28681.82588496786,330358.04713138664,123726.68553419448,155885.0656842784
2191,174063.99899779516,80043.71122622934,16074.0,327497.1605562799,129198.25588617493,174598.21047150317
2192,174064.0,79045.59951394476,16074.000660256901,291048.71560659166,131455.4187973287,187346.4449900779
2193,122794.8940906568,76996.00219508461,16074.00321009514,234589.48384785434,127849.9595073126,199010.94219785428
2194,83162.07485396252,49650.37695032214,18058.01484468286,208552.33839263854,136715.16327892386,217244.31950985492
2195,71993.41048749986,20271.73985673782,21050.104270475007,190311.18989750242,143667.52904548586,225325.34350722845
2196,74210.02506659059,5213.908020474574,3738.23468597502,153183.82155384036,132956.82505746715,212117.02758399572
2197,60558.904793611815,2565.4450719160964,0.0,114346.50803537067,119132.23404059024,191832.0177401478
2198,68038.30919576995,1446.608937111292,20.781568699366634,112901.6839105599,120122.12199711075,186232.64675551237
2199,73126.63776930094,3176.9622745237593,4208.785387121697,136527.19511865464,126065.8140262418,184263.4900778983
2200,78021.93250809837,17435.361145193365,10169.601086822646,202893.67290435286,147616.240820604,199308.04709411692
2201,164683.62944511225,74184.90755088395,18403.497755391327,300604.51336255076,180407.38800530348,235113.1610219066
2202,263232.3916263969,119753.8410092936,31421.102304534874,373225.6854488953,246427.46910653883,258934.43185692176
2203,375890.71435423504,127098.7111299286,16946.258221963435,398339.54258758895,294028.85242198536,281224.80956767447
2204,386833.85642675933,128279.2439283356,33979.73244384016,393409.82101068075,311329.40306987544,282116.920285631
2205,386370.2394528403,127374.5912460798,39697.12566176002,375474.1879587526,307317.2069143035,270161.8320627483
2206,371761.3645725953,125655.0,16074.0,327584.337099982,267884.41755240585,238756.87003238802
2207,348485.7233044,125655.00881711012,16074.00247616004,301929.3127595896,243450.45096929406,218549.73526487206
2208,334122.0031714,125655.00374699687,16073.999665125017,284210.734388569,228370.93461503283,204658.7893870286
2209,330918.28932500514,125654.99897015945,16074.0,283811.37812665274,225337.5474217697,198567.14680414877
2210,339315.7444808092,125655.0,16074.001051200008,300600.7522126324,232073.14226228444,199197.24967700566
2211,351066.82844897197,125655.0,41307.64412284651,323509.93003136595,259187.39391982218,213410.6239518532
2212,380437.32093797455,125655.00000000001,85991.80369142028,383131.30748108827,311617.908739519,245026.95428638294
2213,388127.1332461727,130809.90146623133,172442.86712903448,470621.13860882766,400259.66465273907,328054.4675600511
2214,391110.3658613397,125210.2032847273,257944.52026857706,535065.3760892276,462777.945075665,375820.2591130721
2215,396480.82764593285,121819.75640580093,291647.4880707313,522859.70920473454,488378.55134558596,406821.7415308682
2216,381170.95274123066,120025.24168689988,256917.6806993977,432970.6424892739,491761.0023791706,415008.4459467401
2217,374812.85721606354,121117.35120462495,224372.0,357233.34161390015,483369.9763229845,389428.25358425954
2218,365967.5774712902,121090.65218398508,224372.0,321132.1037451774,483375.2380578031,392937.60889214743
2219,363273.6267256807,121481.95504917849,224372.0,301195.01714235975,469798.72333808756,386716.13803140103
2220,371594.5457401407,122564.61358576608,224372.0,285604.11975140753,449038.41411717434,365067.0963607617
2221,386984.4238437974,124134.229291088,221012.94602711644,284632.157877887,422171.7067358379,338226.95259545173
2222,388963.74047896493,128531.18478481253,152342.0,308077.39016097,419025.18963975756,422123.2459160234
