Time Step,37->65,49->68,37->39,47->68,25->47,65->68,83->25,24->25,47->73,47->72,9->10,55->119,89->120
2161,23.899254339763218,7.470055427563125,0.0,0.0,3.7303419569814196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,25.366623072510492,9.182647590114726,0.0,0.0,5.438854140982642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,24.91695337598685,9.703773134804408,0.0,0.0,6.624123015988289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,22.78794426132731,10.201887392204469,0.0,0.0,6.552668726499405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,15.730763112836257,11.185845579459595,0.0,0.0,6.2473959439578834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,4.303808476481436,13.234914632276855,0.0,0.0,7.15101160594935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,0.0,13.081547040197222,0.0,0.0,10.71492483466966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,0.0,10.942554633627822,0.0,0.0,13.873580981034081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,7.782884596455688,8.883781937971165,0.0,0.0,11.068267209857254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,10.904203473675011,7.846943805162965,0.0,0.0,9.746967906433724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,11.947825652773417,11.17930613752499,0.0,0.0,10.238997276775876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,11.705825519403675,17.0606348123766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.272589988804114,0.0,0.0,0.0
2173,11.742560453831516,15.680253337872728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9735514967147196,0.0,0.0,0.0
2174,9.52439386677952,14.450457522015096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44028761584417,0.0,0.0,0.0
2175,9.888571244890386,18.63450698314154,0.0,0.0,13.371354664171236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,10.713440122517568,15.810897732890059,0.0,0.0,23.49373963654142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,9.383462054153938,10.797088479803278,0.0,0.0,27.160349003878594,0.0,0.0,0.0,0.0284383065913687,0.0,0.0,0.0,0.0
2178,0.0,8.785104086574748,0.0,0.0,19.81616538774074,0.0,0.0,0.0,8.892537004283582,0.0,0.0,0.0,0.0
2179,0.0,3.992982412550532,0.0,0.0,15.555052372287548,0.0,0.0,0.0,13.475292945671924,0.0,0.0,0.0,0.0
2180,0.0,2.411101235192902,0.0,0.0,14.35935391443644,0.0,0.0,0.0,18.29808484888774,0.0,0.0,0.0,0.0
2181,0.0,1.6732671098731657,0.0,0.0,14.817393694391455,0.0,0.0,0.0,19.494363679030087,0.0,0.0,0.0,0.0
2182,0.0,4.844580380486818,0.0,0.0,18.330716933277472,0.0,0.0,0.0,16.05628437049866,0.0,0.0,0.0,0.0
2183,11.986883354393399,5.55470707844546,0.0,0.0,18.960285198297186,0.0,0.0,0.0,14.72018819176391,0.0,0.0,0.0,0.0
2184,14.703854980846472,5.494416811893771,0.0,0.0,19.037328018524363,0.0,0.0,0.0,19.200301382605716,0.0,0.0,0.0,0.0
2185,14.330786924292966,5.624183085737087,0.0,0.0,18.812515537857223,0.0,0.0,0.0,22.670073643438542,0.0,0.0,0.0,0.0
2186,11.882886123608614,5.30495363553878,0.0,0.0,19.234542635767127,0.0,0.0,0.0,27.404429385724995,0.0,0.0,0.0,0.0
2187,5.662738921838013,5.063554893378111,0.0,0.0,19.571572089436245,0.0,0.0,0.0,35.71543249327297,0.0,0.0,0.0,0.0
2188,4.747859093238276,4.533264800857353,0.0,0.0,21.066070822936126,0.0,0.0,0.0,36.41797895706554,0.0,0.0,0.0,0.0
2189,9.277394332065342,2.87903135826393,0.0,0.0,22.539227452997693,0.0,0.0,0.0,29.468810420769806,0.0,0.0,0.0,0.0
2190,9.536098931397987,3.365396392018411,0.0,0.0,21.985128980396496,0.0,0.0,0.0,28.335992362799157,0.0,0.0,0.0,0.0
2191,1.1344851060355268,5.56120166038238,0.0,0.0,20.678159072994504,0.0,0.0,0.0,29.96318265348834,0.0,0.0,0.0,0.0
2192,0.0,5.1415327719019785,0.0,0.0,18.3750879977012,0.0,0.0,0.0,30.47994584783811,0.0,0.0,0.0,0.0
2193,0.0,3.94526949210929,0.0,0.0,15.365927486907196,0.0,0.0,0.0,40.27366346127071,0.0,0.0,0.0,0.0
2194,0.0,6.017638105486993,0.0,0.0,14.233439916362272,0.0,0.0,0.0,38.01911064391536,0.0,0.0,0.0,0.0
2195,0.0,10.283516523607343,0.0,0.0,6.462205108161982,0.0,0.0,0.0,22.815502272276667,0.0,0.0,0.0,0.0
2196,0.0,13.540337066997367,0.0,0.0,13.329714270424745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,0.0,0.0,0.0,0.0,1.8883222546511433,0.0,0.0,0.0,26.703847941614498,0.0,0.0,0.0,0.0
2198,0.0,0.0,0.0,0.0,4.459298015993056,0.0,0.0,0.0,40.1418610405522,0.0,0.0,0.0,0.0
2199,0.0,0.0,0.0,0.0,7.02008192887547,0.0,0.0,0.0,40.05934620720416,0.0,0.0,0.0,0.0
2200,6.340682973265416,7.578713742948617,0.0,0.0,11.35396303249729,0.0,0.0,0.0,39.134234975077995,0.0,0.0,0.0,0.0
2201,0.0,7.556175084924185,0.0,0.0,14.467878720501062,0.0,0.0,0.0,67.2049579691753,0.0,0.0,0.0,0.0
2202,0.0,3.1320104784922833,0.0,0.0,9.521773338195203,0.0,0.0,0.0,52.186636857623014,0.0,0.0,0.0,0.0
2203,4.759596465532525,0.0,0.0,0.0,24.344270413290644,0.0,0.0,0.0,6.800859760857554,0.0,0.0,0.0,0.0
2204,12.176937297746122,0.0,0.0,0.0,8.502842495887819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,9.018922976767925,0.0,0.0,0.0,2.1354504941824644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,0.0,0.07162846037060433,0.0,0.0,2.0142409771652297,0.0,0.0,0.0,1.9845528639601184,0.0,0.0,0.0,0.0
2207,0.0,0.0,0.0,0.0,1.806131287344101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.020317616264151,0.0,0.0,0.0,0.0
2209,0.0,0.0,0.0,0.0,2.526016389643928,0.0,0.0,0.0,6.544886096141596,0.0,0.0,0.0,0.0
2210,0.0,0.0,0.0,0.0,3.567801349813635,0.0,0.0,0.0,6.007854923507821,0.0,0.0,0.0,0.0
2211,0.0,0.0,0.0,0.0,3.4499604431824764,0.0,0.0,0.0,4.894860086821126,0.0,0.0,0.0,0.0
2212,2.9693604692508018,0.0,0.0,0.0,2.592848286965989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,28.137510412319756,0.0,0.0,0.0,0.8659249771901614,0.0,0.0,0.0,6.1031176762871695,0.0,0.0,0.0,0.0
2214,19.525297026247017,0.0,0.0,0.0,2.541896656752158,0.0,0.0,0.0,0.0,2.832888294794401,0.0,0.0,0.0
2215,18.119398945464923,0.0,0.0,0.0,11.331648765967373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,25.410502541823462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,21.65630938253355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,18.94222374063287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,24.24108478031428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,27.546481193795728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,25.270114450862536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,19.914445681855682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,19.763663953620892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,14.558867421130685,0.0,0.0,0.0,1.2382174447316174,0.0,0.0,0.0,0.0,0.4717691891681284,0.0,0.0,0.0
2225,21.1658605540311,0.0,0.0,0.0,8.649090429342039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,25.026153002632725,0.0,0.0,0.0,7.435121735943824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,30.2416492606597,0.0,0.0,0.0,2.1165832902971715,0.0,0.0,0.0,0.0,6.884132991961593,0.0,0.0,0.0
2228,27.343153018061003,0.0,0.0,0.0,5.836516760862082,0.0,0.0,0.0,0.0,0.9751221245912802,0.0,0.0,0.0
2229,16.437401939941026,0.0,0.0,0.0,0.38638659648870544,0.0,0.0,0.0,0.0,8.805040888345047,0.0,0.0,0.0
2230,1.3330267185297089,0.7451341577078239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304190877432063,0.0,0.0,0.0
2231,0.0,4.667454079280098,0.0,0.0,5.217579097968468,0.0,0.0,0.0,0.0,6.450523033220605,0.0,0.0,0.0
2232,0.0,4.537213458101759,0.0,0.0,4.707339798167766,0.0,0.0,0.0,0.0,5.328535913588155,0.0,0.0,0.0
2233,6.748189173781867,2.9510118684637314,0.0,0.0,3.8319587600920784,0.0,0.0,0.0,0.0,6.300683314511673,0.0,0.0,0.0
2234,5.225560985395006,3.5294492944848272,0.0,0.0,3.3353945953772097,0.0,0.0,0.0,0.0,6.477648705439194,0.0,0.0,0.0
2235,3.7466740229694437,4.458177953339941,0.0,0.0,4.359069264047463,0.0,0.0,0.0,0.0,4.852329491577663,0.0,0.0,0.0
2236,10.096207146383676,3.156529018879082,0.0,0.0,5.101755632881492,0.0,0.0,0.0,0.0,3.486497464057905,0.0,0.0,0.0
2237,27.85156509609692,0.0,0.0,0.0,4.371395466595288,0.0,0.0,0.0,0.0,2.296323775981975,0.0,0.0,0.0
2238,30.61024282539728,0.0,0.0,0.0,3.827523000014139,0.0,0.0,0.0,0.0,8.514745414815934,0.0,0.0,0.0
2239,38.34481608585975,0.0,0.0,0.0,1.9296109392366816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,37.34740664219288,0.0,0.0,0.0,1.8962663617827502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,42.13039604734041,0.0,0.0,0.0,2.5479765986533494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,28.46603799184686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,9.779705936526227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13
2244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,0.0,0.0,0.0,0.0,0.07227230434028797,0.0,0.0,0.0,8.530893805402911,0.0,0.0,0.0,0.0
2249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,7.697562373206324,0.0,0.0,0.0,1.9383909318204928,0.0,0.0,0.0,0.0,7.599697756551706,0.0,0.0,0.0
2252,5.299696473273855,0.0,0.0,0.0,0.24092521038716086,0.0,0.0,0.0,0.0,8.912143695228337,0.0,0.0,0.0
2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.843044882713713,0.0,0.0,0.0
2254,0.0,0.6812885027683677,0.0,0.0,1.5818843608213342,0.0,0.0,0.0,0.0,2.838362041814264,0.0,0.0,0.0
2255,1.258391803725658,6.070433817709965,0.0,0.0,6.350507230886535,0.0,0.0,0.0,0.0,6.26394803283668,0.0,0.0,0.0
2256,7.59888472866794,3.9804093829106666,0.0,0.0,5.943365286683701,0.0,0.0,0.0,0.0,3.545824690581796,0.0,0.0,0.0
2257,11.097727793506436,2.7700674724081717,0.0,0.0,4.534201637549955,0.0,0.0,0.0,0.0,5.973876272055634,0.0,0.0,0.0
2258,9.72295805872281,2.967297572779284,0.0,0.0,6.636348292380575,0.0,0.0,0.0,0.0,4.348773401012949,0.0,0.0,0.0
2259,4.548193303477518,3.633789215722614,0.0,0.0,4.570768150746716,0.0,0.0,0.0,0.0,6.123472327756829,0.0,0.0,0.0
2260,4.288303587348793,3.1285111510815558,0.0,0.0,1.7704392171248173,0.0,0.0,0.0,0.0,5.87716681898867,0.0,0.0,0.0
2261,17.949728009082094,0.3296688741725369,0.0,0.0,4.6287114983289825,0.0,0.0,0.0,0.0,7.249085509607184,0.0,0.0,0.0
2262,15.21435459272709,0.0,0.0,0.0,2.4286102673786445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,23.02589493061589,0.0,0.0,0.0,3.8870719703625696,0.0,0.0,0.0,0.0,3.791297064898174,0.0,0.0,1.1368683772161603e-13
2264,18.518644632461132,0.0,0.0,0.0,7.372545757216642,0.0,0.0,0.0,0.0,3.995063369300624,0.0,0.0,0.0
2265,80.1582293873015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.148730974733269,0.0,0.0,0.0
2266,112.26207829240252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.45085300279618,0.0,0.0,0.0
2267,83.76022290254627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.677534036408815,0.0,0.0,0.0
