,Timestep,Line,Actual,Predicted
444,2309,1,-765.8679,-817.2331
445,2309,2,1323.7869,1061.1847
446,2309,3,-557.9191,-518.5502
447,2310,1,-765.79755,-888.54016
448,2310,2,1270.1171,1113.2032
449,2310,3,-504.31958,-580.3407
450,2311,1,-1096.4535,-1133.9904
451,2311,2,1802.1034,1373.1967
452,2311,3,-705.64966,-651.2377
453,2312,1,-2028.5336,-1919.4327
454,2312,2,3568.2861,3069.2422
455,2312,3,-1539.7524,-1415.0022
456,2313,1,-3574.0977,-3226.6282
457,2313,2,5632.5996,5154.076
458,2313,3,-2058.5017,-2107.0754
459,2314,1,-4805.671,-4289.787
460,2314,2,6343.152,6428.14
461,2314,3,-1537.4811,-2469.676
462,2315,1,-4888.9106,-4596.952
463,2315,2,5978.0317,6798.2607
464,2315,3,-1089.1206,-2501.7888
465,2316,1,-4978.5728,-4665.486
466,2316,2,5465.5127,6657.515
467,2316,3,-486.93936,-2312.6326
468,2317,1,-5624.7646,-4412.1416
469,2317,2,5698.3677,5896.6006
470,2317,3,-73.60295,-1841.8322
471,2318,1,-5936.5664,-4543.771
472,2318,2,5734.0684,5501.8643
473,2318,3,202.49786,-1449.5204
474,2319,1,-4624.7812,-4299.4033
475,2319,2,4282.101,4728.288
476,2319,3,342.68024,-1002.94275
477,2320,1,-3686.2988,-3466.2595
478,2320,2,4040.2095,3613.7534
479,2320,3,-353.91037,-638.502
480,2321,1,-1899.3973,-2465.9624
481,2321,2,3339.8713,2651.3364
482,2321,3,-1440.474,-600.7795
483,2322,1,-1131.7681,-1275.0028
484,2322,2,1666.8202,1586.9203
485,2322,3,-535.0522,-471.63373
486,2323,1,-845.1063,-1046.3176
487,2323,2,810.6141,999.66235
488,2323,3,34.49223,82.27617
489,2324,1,-790.5426,-1151.13
490,2324,2,827.9873,906.4653
491,2324,3,-37.444824,254.34804
492,2325,1,-782.9585,-1107.4666
493,2325,2,929.60925,916.24335
494,2325,3,-146.65082,191.05359
495,2326,1,-767.8631,-948.24274
496,2326,2,1078.633,999.0503
497,2326,3,-310.76978,-108.50842
498,2327,1,-750.5898,-821.93225
499,2327,2,1257.9215,1033.6191
500,2327,3,-507.33154,-358.14005
501,2328,1,-740.45087,-873.0517
502,2328,2,1338.1283,1080.9138
503,2328,3,-597.67725,-513.98047
504,2329,1,-719.832,-968.9393
505,2329,2,1367.5615,996.1766
506,2329,3,-647.7297,-427.15216
507,2330,1,-715.4821,-1010.6436
508,2330,2,1370.5828,957.66254
509,2330,3,-655.10077,-381.78748
510,2331,1,-712.2055,-1023.60803
511,2331,2,1308.5111,946.4613
512,2331,3,-596.3058,-365.7879
513,2332,1,-699.6674,-946.9182
514,2332,2,1271.0002,1001.936
515,2332,3,-571.3326,-437.94766
516,2333,1,-696.63544,-900.30505
517,2333,2,1271.4,1041.8866
518,2333,3,-574.7644,-491.1673
519,2334,1,-674.0148,-870.69214
520,2334,2,1191.1699,1078.3187
521,2334,3,-517.1554,-563.49524
522,2335,1,-983.5807,-1136.5106
523,2335,2,1606.4376,1349.085
524,2335,3,-622.8569,-648.8735
525,2336,1,-1788.8004,-1875.7318
526,2336,2,3245.1562,2901.986
527,2336,3,-1456.3561,-1306.8677
528,2337,1,-2771.3367,-2647.3035
529,2337,2,4811.4272,4630.621
530,2337,3,-2040.0906,-2074.7368
531,2338,1,-3533.5784,-3403.3232
532,2338,2,6168.444,6010.8223
533,2338,3,-2634.8655,-2727.2495
534,2339,1,-4139.6997,-3735.3909
535,2339,2,7219.8467,6692.714
536,2339,3,-3080.1475,-3057.1367
537,2340,1,-4246.774,-3567.3765
538,2340,2,7172.1304,6524.081
539,2340,3,-2925.357,-3007.3037
540,2341,1,-3588.2947,-3239.6558
541,2341,2,6252.664,6016.788
542,2341,3,-2664.3691,-2790.4324
543,2342,1,-3282.5261,-2938.9082
544,2342,2,5737.8643,5469.138
545,2342,3,-2455.3384,-2538.206
546,2343,1,-3112.6848,-2769.3232
547,2343,2,5457.328,5118.698
548,2343,3,-2344.6438,-2379.023
549,2344,1,-2830.864,-2501.1401
550,2344,2,4872.8965,4537.7036
551,2344,3,-2042.0323,-2121.6096
552,2345,1,-2035.2223,-1919.3242
553,2345,2,3624.7908,3247.0862
554,2345,3,-1589.5686,-1554.112
555,2346,1,-1210.3218,-1296.829
556,2346,2,1692.0009,1425.2826
557,2346,3,-481.67926,-393.7444
558,2347,1,-978.09436,-1071.2048
559,2347,2,845.0039,953.6735
560,2347,3,133.09042,-13.455641
561,2348,1,-1089.9366,-1118.901
562,2348,2,886.8295,938.5031
563,2348,3,203.10721,73.17352
564,2349,1,-1136.2113,-1104.7062
565,2349,2,1003.3892,967.3079
566,2349,3,132.8221,9.445563
567,2350,1,-1166.7882,-1008.95825
568,2350,2,1205.9053,1041.7034
569,2350,3,-39.1171,-212.2425
570,2351,1,-1120.9711,-959.4157
571,2351,2,1421.5391,1085.9423
572,2351,3,-300.56824,-428.90924
573,2352,1,-1030.1736,-1002.60626
574,2352,2,1511.0168,1158.9789
575,2352,3,-480.843,-616.0936
576,2353,1,-982.0595,-1016.6253
577,2353,2,1540.8823,1189.2599
578,2353,3,-558.8229,-692.4929
579,2354,1,-941.4231,-1019.24005
580,2354,2,1565.2523,1180.0005
581,2354,3,-623.8295,-704.0533
582,2355,1,-927.5052,-1035.5339
583,2355,2,1552.8333,1143.1039
584,2355,3,-625.32794,-680.57477
585,2356,1,-880.65576,-1005.9403
586,2356,2,1559.5878,1141.6653
587,2356,3,-678.932,-700.78143
588,2357,1,-1542.8616,-1016.9536
589,2357,2,1724.3542,1111.7797
590,2357,3,-181.49254,-676.76074
591,2358,1,-1472.008,-1094.6617
592,2358,2,1694.7666,1078.6705
593,2358,3,-222.75826,-625.05963
594,2359,1,-1112.8794,-1374.2592
595,2359,2,2272.2996,1385.4961
596,2359,3,-1159.42,-706.30914
597,2360,1,-2218.7498,-1983.0381
598,2360,2,4070.02,2852.8528
599,2360,3,-1851.2704,-1328.3844
600,2361,1,-3300.758,-2712.4158
601,2361,2,5897.461,4762.097
602,2361,3,-2596.703,-2206.4846
603,2362,1,-3718.6455,-3420.053
604,2362,2,6786.756,6006.3936
605,2362,3,-3068.1106,-2761.413
606,2363,1,-4246.953,-3850.8774
607,2363,2,7240.4106,6859.449
608,2363,3,-2993.4573,-3167.865
609,2364,1,-4247.539,-4077.9812
610,2364,2,6896.589,7177.7593
611,2364,3,-2649.0498,-3282.234
612,2365,1,-4584.002,-4125.139
613,2365,2,7001.4287,6752.5483
614,2365,3,-2417.4265,-2930.367
615,2366,1,-4421.7803,-3893.8071
616,2366,2,6554.2,6054.0464
617,2366,3,-2132.42,-2461.9563
618,2367,1,-3979.4998,-3396.6907
619,2367,2,6450.9585,4876.146
620,2367,3,-2471.4585,-1781.8639
621,2368,1,-2879.9062,-2840.1487
622,2368,2,5857.5967,3707.4014
623,2368,3,-2977.6904,-1275.6233
624,2369,1,-2213.8542,-2146.972
625,2369,2,4065.8828,2574.6133
626,2369,3,-1852.0283,-1050.4319
627,2370,1,-1180.1943,-1213.0468
628,2370,2,2078.4517,1464.4543
629,2370,3,-898.2573,-795.1668
630,2371,1,-732.28217,-799.9532
631,2371,2,1121.598,1046.0697
632,2371,3,-389.31607,-601.3452
633,2372,1,-703.97736,-793.80035
634,2372,2,1076.8735,1017.88776
635,2372,3,-372.89587,-527.2324
636,2373,1,-691.728,-794.6796
637,2373,2,1173.7197,1014.25366
638,2373,3,-481.9915,-512.831
639,2374,1,-688.32574,-795.7997
640,2374,2,1344.0383,1038.0844
641,2374,3,-655.7126,-612.71857
642,2375,1,-1385.4594,-848.3116
643,2375,2,1669.3655,1109.1584
644,2375,3,-283.90625,-754.9938
645,2376,1,-1608.8265,-1054.8773
646,2376,2,1744.612,992.5772
647,2376,3,-135.78537,-631.0498
648,2377,1,-1716.6438,-1162.4031
649,2377,2,1854.6348,845.6613
650,2377,3,-137.99084,-429.9248
651,2378,1,-1606.8572,-1147.1442
652,2378,2,1896.9828,701.18176
653,2378,3,-290.1256,-284.2636
654,2379,1,-1654.281,-1130.4037
655,2379,2,1877.7438,649.987
656,2379,3,-223.46283,-237.3276
657,2380,1,-1679.4342,-1134.897
658,2380,2,1869.9106,701.5875
659,2380,3,-190.4764,-285.93713
660,2381,1,-1633.436,-1141.4937
661,2381,2,1892.8022,737.7054
662,2381,3,-259.366,-316.8319
663,2382,1,-1661.129,-1108.9629
664,2382,2,1889.4756,771.86487
665,2382,3,-228.34648,-363.25778
666,2383,1,-2151.5364,-1291.6055
667,2383,2,2509.9006,1082.4056
668,2383,3,-358.36423,-470.4495
669,2384,1,-2153.7568,-1969.8066
670,2384,2,4042.7942,2322.5605
671,2384,3,-1889.0376,-941.8838
672,2385,1,-3253.236,-2642.157
673,2385,2,5731.1714,4582.885
674,2385,3,-2477.9353,-2129.9062
675,2386,1,-4020.2856,-3268.7002
676,2386,2,7163.873,6035.1855
677,2386,3,-3143.5876,-2844.8762
678,2387,1,-4022.028,-3764.9324
679,2387,2,7220.877,7001.548
680,2387,3,-3198.8486,-3280.9084
681,2388,1,-4187.3213,-3970.7102
682,2388,2,7348.5474,7426.576
683,2388,3,-3161.226,-3490.8948
684,2389,1,-4245.623,-3870.0947
685,2389,2,7272.92,7273.784
686,2389,3,-3027.297,-3446.2014
687,2390,1,-4233.02,-3686.0098
688,2390,2,7260.459,6798.064
689,2390,3,-3027.4387,-3213.837
690,2391,1,-3412.0208,-3182.7869
691,2391,2,6477.4536,5820.1865
692,2391,3,-3065.433,-2759.0847
693,2392,1,-3095.076,-2601.8755
694,2392,2,5536.511,4434.8784
695,2392,3,-2441.4358,-2082.895
696,2393,1,-2114.5435,-1961.3065
697,2393,2,3646.057,2760.078
698,2393,3,-1531.5133,-1291.2926
699,2394,1,-1363.382,-1305.7922
700,2394,2,1964.9392,1484.7585
701,2394,3,-601.55725,-714.548
702,2395,1,-1228.2714,-1060.608
703,2395,2,1274.1941,1209.3192
704,2395,3,-45.922756,-545.9479
705,2396,1,-1418.1743,-1171.41
706,2396,2,1245.4639,1253.9178
707,2396,3,172.7104,-464.23087
708,2397,1,-1548.511,-1305.3582
709,2397,2,1404.3594,1305.7238
710,2397,3,144.15155,-344.5203
711,2398,1,-1666.9059,-1565.98
712,2398,2,1735.1931,1488.8163
713,2398,3,-68.28704,-326.5739
714,2399,1,-2371.2148,-2008.8857
715,2399,2,2145.7302,1674.0737
716,2399,3,225.48463,-273.73544
717,2400,1,-2289.8018,-2228.9084
718,2400,2,2437.5288,1359.8488
719,2400,3,-147.72714,74.13973
720,2401,1,-2188.08,-2404.475
721,2401,2,2515.1575,1230.3728
722,2401,3,-327.07712,318.77414
723,2402,1,-2225.0583,-2461.4207
724,2402,2,2473.5664,1165.4169
725,2402,3,-248.50801,446.145
726,2403,1,-2341.8289,-2541.6099
727,2403,2,2411.1428,1200.1963
728,2403,3,-69.31401,536.7692
729,2404,1,-2652.2908,-2636.4348
