,Timestep,Line,Actual,Predicted
649,2210,89->120,1000.0,868.3563
650,2211,37->65,-114.88495,-132.6065
651,2211,49->68,33.242878,35.69393
652,2211,37->39,66.14527,-10.322042
653,2211,47->68,296.98663,287.6234
654,2211,25->47,-242.15565,-267.27548
655,2211,65->68,106.89614,93.8777
656,2211,83->25,10.424697,84.413635
657,2211,24->25,508.41263,567.78033
658,2211,47->73,163.99937,195.32805
659,2211,47->72,217.38512,230.45425
660,2211,9->10,1000.0,1008.88513
661,2211,55->119,999.99994,980.23663
662,2211,89->120,1000.0,897.75073
663,2212,37->65,-130.85223,-115.694115
664,2212,49->68,20.396982,38.16135
665,2212,37->39,73.580696,39.799038
666,2212,47->68,348.72934,303.47638
667,2212,25->47,-233.02931,-259.24078
668,2212,65->68,30.85179,121.47712
669,2212,83->25,-99.5211,26.467356
670,2212,24->25,784.7993,607.5971
671,2212,47->73,104.29214,186.79945
672,2212,47->72,100.289185,206.4786
673,2212,9->10,1000.0,1040.2548
674,2212,55->119,999.99994,988.24426
675,2212,89->120,1000.0,989.86414
676,2213,37->65,-247.14754,-122.88602
677,2213,49->68,-46.594414,19.815876
678,2213,37->39,-149.7164,56.08103
679,2213,47->68,262.67584,311.48077
680,2213,25->47,-260.18573,-240.26204
681,2213,65->68,-374.41534,40.922886
682,2213,83->25,450.1365,28.66868
683,2213,24->25,1052.1323,722.57263
684,2213,47->73,55.574783,141.60133
685,2213,47->72,68.94453,140.03885
