,1,2,3
36,0.08557015895815964,-0.02082412044078658,0.04530034136477857
37,0.12123684645867096,-0.07551444078425913,0.06068893825685369
38,0.1212367629251322,-0.07551438875396799,0.06068889644149858
39,0.15551364206000717,-0.13726082746256973,0.07641146503139437
52,-0.008424166212034543,0.03903223929560402,-0.03218875614156364
54,0.14334944376171932,0.0632567868214111,0.020933336039172686
55,-0.10005987153985059,-0.03938078319040004,-0.12828998111817894
61,-0.09578136434448901,-0.014060616571222892,-0.2408485673749946
62,0.0083692598007881,0.0013915398866544216,-0.0041942850192725105
63,-0.026356619437913117,-0.011980907616834034,-0.04798843285677404
65,0.08441548394826683,0.01898873720744488,-0.029407963413776494
66,-0.034447140889584726,-0.007033056160597612,0.05558125842198518
67,0.07599635796517618,0.017841672499223065,-0.02178837721893817
68,-0.08466269228242364,-0.019387337107559053,-0.02112236385123054
69,0.050215551392838516,0.012354280946961017,0.07670362227321523
109,-0.07043872947686805,-0.01569875844475525,-0.1364155646066519
113,-0.06321568620939952,-0.01400441494090744,-0.07234906004375136
114,-0.11820409993930962,-0.027336041102945664,0.036492358925826134
116,0.04232956652367351,-0.015169044007588391,0.0329984103614387
117,0.01568734376742398,0.15410467624687274,-0.043214085667501755
118,0.031898578472647356,0.09317850648472523,0.019985859944000213
119,0.090325919351439,0.13757903720647613,0.052105128397609314
120,-0.017190756956209443,-0.0039060832604350696,-0.11597099006774231
121,-0.01719075695620938,-0.0039060832604350475,-0.07912888480458409
122,-0.02494626020851337,-0.005399495101794901,0.04665089278968877
123,-0.09293392066443841,-0.014303910263811032,-0.13125415485924624
124,-0.05021555139283852,-0.012354280946961017,-0.07670362227321538
125,0.08554116350486372,0.020252907383017094,0.03766597018446234
126,0.03181356260088072,0.005289576659041468,-0.015943482721613833
127,-0.08001604753070943,-0.07255920933069503,0.0007261979811952942
128,0.07693306432873585,0.15863886288072013,0.04585294031892842
130,-0.037166400422601636,-0.008446862038738479,-0.07389521101262889
134,-0.08228823196157786,-0.015733167375758347,0.03422559213954082
136,0.05977268462448078,-0.007996505348459868,0.017395424841137715
137,-0.054816485804683526,-0.03332203084087786,0.07248802542953531
138,0.09638043399254921,-0.028892470210307573,0.06285205500613195
139,0.04382531837405627,0.010775579274022158,-0.023440962171942116
148,0.14749408075529594,-0.051704040366874364,0.06045059515551054
154,0.14130190762861744,0.18718448985008637,0.11471689573145927
155,0.1413019076286174,0.18718448985008634,0.11471689573145924
158,-0.06733002364792935,-0.01629600789088762,-0.08266930276352563
159,-0.07599635796517618,-0.017841672499223065,0.02178837721893817
161,0.18650829755120746,0.31955629946254227,0.13019821546736196
162,-0.34730194064336095,-0.23374357056922093,-0.3962689823881535
163,-0.1484253127067695,-0.09221221611277008,-0.18161640630008422
187,-0.11820409993930962,-0.027336041102945664,0.036492358925826134
188,-0.04261526016264202,-0.009690069231187658,0.08491529445359167
207,0.12012666923958629,-0.07482294793930808,0.06013320393456448
209,-0.026356619437913117,-0.011980907616834036,-0.04798843285677403
227,0.14614365271884308,-0.05123064790697517,0.059897120886575624
239,-0.04261526016264202,-0.009690069231187658,0.08491529445359167
284,-0.08153480021190529,-0.01558911436184331,0.03391222232766647
285,0.15551364206000717,-0.13726082746256973,0.07641146503139437
286,-0.017190756956209443,-0.0039060832604350696,-0.11597099006774231
287,0.12012672867323029,-0.07482298495856893,0.060133233685954794
290,-0.02494626020851337,-0.005399495101794901,0.04665089278968877
291,0.07043872947686805,0.01569875844475525,0.1364155646066519
292,-0.017190756956209363,-0.0039060832604350393,-0.07912888480458409
293,-0.09578136434448901,-0.014060616571222892,-0.2408485673749946
296,-0.08694047843810704,-0.01662265753423807,0.03616056979846838
298,0.0434240616082824,0.010676920000130994,-0.02322634092064942
300,-0.12809110930054904,0.07978373547982173,-0.06412005632497984
301,0.15583293905537643,-0.054627226598844725,0.06386828449311627
303,0.1280911334004431,-0.07978375049085296,0.06412006838894402
319,0.04630304134905058,0.011384791056769247,-0.024766228312251032
