Time Step,1,2,3,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,31,32,33,34,35,37,39,40,41,42,43,44,45,46,47,49,50,52,53,54,55,56,57,58,59,60,61,62,65,67,68,70,71,72,73,75,76,77,78,79,80,82,83,85,86,87,88,89,91,93,94,95,96,97,98,99,100,101,102,103,104,106,107,108,109,110,111,112,113,114,117,118,119,120
2161,-183.11,-180.83,1010.48,-639.03,-163.78,-180.53,-451.59,-1000.0,272.454565,-189.67,-184.91,-158.7,245.29202499999997,-162.96,-496.55,-180.16,-183.79,-198.66,-162.75,-194.15,-181.14,290.09755499999994,-354.04673280110137,-175.62,38.86134999999999,-141.07,-135.1,-181.42,-182.97,-188.01,1103.8600000000001,-604.52,-122.78,-113.84,-123.65,-120.54,-91.73,-99.34,-93.6,-89.19,-103.83601537133526,-86.68,-201.56,130.55519999999996,611.3495199999999,-91.97,-111.46,-94.65,-98.06,-114.47,1772.31,-79.79,-201.02,-80.75,-207.2,489.2424799999999,-200.7,-242.41,-154.83,-120.43,914.458837,264.29051999999996,919.6676379999998,-76.63,-126.21,-83.21,-233.53,-92.62,-240.43,-78.85,-98.75,614.0936979999999,-95.62,780.4861790000002,-75.60284182755714,-87.28,-101.71,-110.82,508.56419999999997,-90.04,501.0342,-105.0,-104.01,-97.39,-88.81,582.896988,1537.0232319999998,578.22762,353.63064999999995,-107.06,-90.14,594.786988,335.341035,359.64110999999997,-92.93,-220.93,-120.19,-91.33,-1000.0,-1000.0
2162,-181.71,-179.44,1014.99,-634.13,-162.52,-179.15,-448.14,-1000.0,260.40360999999996,-188.22,-183.5,-157.48,235.55285,-161.72,-492.75,-178.78,-182.39,-197.14,-161.5,-192.66,-179.75,281.16254000000004,-451.5078040440992,-174.28,33.3219,-139.99,-134.07,-180.03,-181.57,-186.57,1107.66,-599.89,-121.84,-112.97,-122.7,-119.61,-91.02,-98.58,-92.88,-88.51,18.310844582519195,-86.02,-200.02,129.15035,605.28466,-91.27,-110.61,-93.92,-97.31,-113.59,1774.04,-79.18,-199.48,-80.13,-205.6,484.41009,-199.16,-240.56,-153.64,-119.51,896.096836,258.33856000000003,900.259464,-76.04,-125.24,-82.58,-231.74,-91.91,-238.6,-78.25,-97.99,601.6011439999999,-94.89,763.0928120000001,16.3656694615795,-86.61,-100.93,-109.98,498.12760000000003,-89.35,490.64760000000007,-104.2,-103.21,-96.65,-88.13,570.971264,1505.8788959999997,566.60736,346.0182,-106.24,-89.45,582.781264,337.41206999999997,361.86222,-92.22,-219.24,-119.27,-90.63,-1000.0,-999.9999999999995
2163,-179.21,-176.97,1023.03,-625.41,-160.29,-176.68,-441.97,-1000.0,246.59702000000001,-185.63,-180.97,-155.32,224.23870000000002,-159.49,-485.97,-176.32,-179.88,-194.43,-159.28,-190.01,-177.28,276.86800250000005,-543.15,-171.88,27.485800000000012,-138.06,-132.22,-177.55,-179.07,-184.0,1107.3217675813253,-591.64,-120.16,-111.41,-121.01,-117.97,-89.77,-97.22,-91.6,-87.29,80.03679236816669,-84.83,-197.27,127.40760000000002,597.08976,-90.01,-109.09,-92.63,-95.97,-112.03,1777.15,-78.09,-196.73,-79.03,-202.78,477.84624,-196.42,-237.25,-151.53,-117.87,883.0320335000001,254.52566000000002,887.0738289999999,-75.0,-123.52,-81.44,-228.55,-90.64,-235.31,-77.17,-96.64,592.8205589999999,-93.58,751.8627945000002,45.516853550506994,-85.42,-99.54,-108.46,490.85609999999997,-88.12,483.4761,-102.76,-101.79,-95.32,-86.92,562.626754,1483.9152559999998,558.34371,340.937075,-104.78,-88.22,574.276754,339.54023699999993,364.14460199999996,-90.95,-216.23,-117.63,-89.39,-1000.0,-1000.0
2164,-177.73,-175.52,1027.78,-620.26,-158.97,-175.23,-438.33,-1000.0,228.22838500000003,-184.1,-179.48,-154.04,209.48872500000004,-158.18,-481.96,-174.87,-178.4,-192.83,-157.97,-188.45,-175.82,277.68866,-538.68,-170.47,18.65915000000001,-136.93,-131.13,-176.09,-177.6,-182.49,1031.4395044718522,-586.77,-119.18,-110.5,-120.01,-117.0,-89.03,-96.42,-90.85,-86.58,205.184548873779,-84.13,-195.64,122.42464999999999,578.84534,-89.27,-108.19,-91.87,-95.18,-111.1,1778.99,-77.45,-195.11,-78.38,-201.11,463.43490999999995,-194.81,-235.3,-150.28,-116.9,881.0232440000001,254.24824,885.4944559999999,-74.38,-122.5,-80.77,-226.68,-89.9,-233.37,-76.54,-95.85,591.553176,-92.81,750.9465480000001,-14.238078345633568,-84.72,-98.72,-107.57,489.84040000000005,-87.4,482.53040000000004,-101.92,-100.96,-94.53,-86.21,561.456656,1480.657984,557.08344,340.39779999999996,-103.92,-87.49,573.006656,340.95901499999997,365.66619,-90.2,-214.45,-116.66,-88.65,-1000.0,-999.9999999999995
2165,-183.54,-181.25,1009.09,-640.53,-164.16,-180.96,-452.66,-999.9999999999995,197.40143999999998,-190.12,-185.35,-159.07,186.1164,-163.35,-497.72,-180.58,-184.23,-199.13,-163.13,-194.6,-181.56,269.043625,-406.9175961608437,-176.04,-0.8824000000000183,-141.4,-135.42,-181.85,-183.41,-188.45,1102.69,-605.95,-123.07,-114.11,-123.94,-120.82,-91.94,-99.57,-93.82,-89.4,509.1272224885083,-86.88,-202.03,113.60574999999999,554.2977,-92.19,-111.72,-94.87,-98.29,-114.74,1771.77,-79.98,-201.49,-80.94,-207.68,444.43604999999997,-201.18,-242.99,-155.19,-120.72,879.8245750000001,252.18699999999998,881.7660499999998,-76.81,-126.5,-83.41,-234.08,-92.84,-241.0,-79.04,-98.98,590.31455,-95.84,745.3340250000001,21.28314667233417,-87.48,-101.95,-111.09,488.56500000000005,-90.25,481.01500000000004,-105.25,-104.26,-97.62,-89.02,560.0973,1477.8872,556.2695000000001,338.55875000000003,-107.31,-90.35,572.0173,341.058996,365.773416,-93.15,-221.45,-120.48,-91.55,-1000.0,-1000.0
2166,-195.76,-193.32,969.75,-683.17,-175.09,-193.0,-482.79,-1000.0,150.86854499999995,-202.77,-197.69,-169.66,151.398325,-174.22,-530.85,-192.6,-196.49,-212.38,-173.99,-207.56,-193.65,247.36948,77.3707224779505,-187.76,-32.34445000000002,-150.81,-144.43,-193.95,-195.61,-201.0,1069.5900000000001,-646.28,-131.26,-121.7,-132.19,-128.86,-98.06,-106.2,-100.06,-95.36,1100.609228535151,-92.67,-215.49,96.80515,508.6191399999999,-98.32,-119.16,-101.19,-104.83,-122.37,1756.57,-85.3,-214.9,-86.33,-221.5,409.13361,-214.57,-259.16,-165.53,-128.75,871.3906320000001,245.80872000000002,867.459968,-81.92,-134.92,-88.96,-249.66,-99.02,-257.05,-84.3,-105.57,583.6481279999999,-102.22,727.5499440000001,124.60291098690124,-93.31,-108.74,-118.48,482.4712,-96.26,474.4112,-112.25,-111.2,-104.12,-94.95,553.3515679999999,1461.9563519999997,550.81432,332.1384,-114.46,-96.36,566.071568,340.954254,365.66108399999996,-99.35,-236.2,-128.5,-97.64,-999.9999999999995,-1000.0
2167,-210.01,-207.39,923.87,-732.9,-187.83,-207.05,-517.93,-1000.0,102.69114999999996,-217.53,-212.08,-182.01,115.70775,-156.65771139437578,-569.49,-206.62,-210.79,-227.84,-186.66,-222.67,-207.75,215.29866250000003,963.5,-201.42,-65.8415,-161.79,-154.95,-208.07,-209.85,-215.63,1030.98,-349.7452052918792,-132.96502229230097,-112.11787842540232,-132.93045998260112,-119.45635765550237,-105.2,-108.4315156046107,-101.88566768160068,-83.51635765550236,1074.6218621037024,-81.30939919530228,-231.17,78.03000000000002,458.124,-84.98875380600259,-107.34875380600258,-93.18156535450193,-112.46,-121.03437690300129,1738.85,-83.99654306220096,-210.04875380600257,-76.21700304480206,-192.2077376033057,370.156,-230.19,-278.03,-136.3131370067172,-138.12,850.0420775,234.3819,838.271485,-87.89,-144.75,-95.44,-267.84,-106.22,-275.75,-90.44,-113.26,567.9909349999999,-109.67,695.2549425000001,36.092348986850425,-100.1,-92.01903701893565,-127.1,468.72649999999993,-103.27,460.08649999999994,-120.42,-119.29,-111.7,-101.86,537.9366099999999,1423.7480399999997,537.1651499999999,319.664875,-122.79,-103.38,551.5766099999998,340.954254,365.66108399999996,-106.58,-253.39,-137.85,-104.75,-1000.0,-1000.0
2168,-220.45,-217.7,890.26,-769.33,-197.17,-217.34,-543.68,-1000.0,85.09964,-228.34,-222.62,-191.06,103.54340000000002,-74.14076384158786,-597.8,-216.89,-221.27,-239.17,-195.93,-233.73,-218.07,195.2185675,931.86,-211.43,-81.05439999999999,-169.83,-162.65,-218.41,-220.28,-226.35,1002.7,-58.007793326642286,-113.23465039147453,-55.849613962592414,-109.76351783384081,-62.40590311004783,-110.43,-95.39025527403217,-88.62062635928665,-24.675903110047813,512.967376911103,-24.653324815136983,-242.67,76.41054999999997,462.26217999999994,-20.4973488473249,-43.9673488473249,-46.28301163549368,-118.05,-92.69867442366245,1725.87,-62.97836124401913,-151.7773488473249,-25.041879077859917,-49.4464566115702,373.90957,-241.63,-291.85,-69.69536057922724,-144.99,840.2044045000001,228.02282,823.1863829999998,-92.25,-151.94,-100.18,-281.15,-111.5,-289.46,-94.93,-118.88,560.4880929999999,-115.12,677.4119515000002,104.42776613290317,-105.08,-52.7755884055088,-133.42,461.99469999999997,-108.4,452.9247,-126.41,-125.22,-117.25,-106.92,530.440358,1405.6439119999998,530.84017,313.036025,-128.89,-108.52,544.770358,340.95901499999997,365.66619,-111.88,-265.98,-144.7,-109.96,-1000.0,-1000.0
2169,-222.73,-219.96,882.92,-777.3,-199.21,-219.59,-549.31,-1000.0,122.54757999999998,-230.71,-224.92,-193.04,133.48229999999995,40.198043203269265,-604.0,-219.14,-223.56,-241.65,-197.96,-236.16,-220.33,218.27331500000003,924.94,-213.63,-62.65179999999998,-171.59,-164.33,-220.67,-222.57,-228.69,996.51,-613.1371277219315,-81.117208568943,21.728727707699022,-73.26727925184862,16.54537081339714,-111.57,-73.0770459982601,-66.3837103088299,54.67537081339715,-243.93,51.7920846020009,-245.18,87.04840000000003,500.40784,66.1285863418878,42.41858634188779,18.36893975641587,-119.28,-50.23070682905609,1723.03,-31.78385167464114,-66.51141365811219,44.17886907351024,142.53353305785132,403.99616000000003,-244.13,-294.87,6.177732367954604,-146.49,884.4872210000002,242.68316,830.3934456082037,-93.21,-153.51,-101.22,-284.07,-112.66,-292.46,-95.92,-120.12,590.704434,-116.31,720.2191070000002,-331.27,-106.16,-7.595980675847997,-134.81,487.2986000000001,-109.52,478.12860000000006,-127.72,-126.52,-118.47,-108.03,559.3150039999999,1480.908256,558.89746,331.66145,-130.23,-109.64,573.795004,341.03995199999997,365.75299199999995,-113.04,-268.74,-146.2,-111.1,-1000.0,-1000.0
