Time Step,1,2,3
2161,-4701.165913635965,-63.123831499128386,4764.289745135098
2162,-4764.425453766679,-26.858526187391305,4791.283979954071
2163,-4811.315237113424,85.53889563974252,4725.776341473679
2164,-4858.409081340457,178.5268509604643,4679.882230379991
2165,-4881.425268297136,196.51229317901277,4684.912975118124
2166,-4669.367837525802,-36.93331573357314,4706.301153259379
2167,-4882.719000000001,891.7044000000014,3991.0145999999986
2168,-5064.898999999987,1325.8389999999613,3739.060000000025
2169,-5158.900936609058,1122.091252218356,4036.8096843907065
2170,-5214.717646930827,1227.3078890930847,3987.4097578377437
2171,-5621.601999999993,2053.120799999992,3568.4812000000034
2172,-5945.293084837123,2266.0742848371224,3679.218799999999
2173,-5951.0143492014695,2185.5512492014705,3765.4630999999986
2174,-5971.071462344232,2289.645714047618,3681.4257482966113
2175,-5891.404163093856,2132.2523868377907,3759.1517762560625
2176,-5856.803013050565,2377.61660195737,3479.1864110931947
2177,-5092.71555206164,1002.3151894736798,4090.400362587963
2178,-4841.477000000002,1300.6318000000103,3540.8451999999916
2179,-4619.040687944775,1242.250887944765,3376.789800000012
2180,-4631.741805465252,1322.0006054652422,3309.7412000000095
2181,-4707.141600000004,1450.8086000000155,3256.3329999999883
2182,-4692.4784910932885,1005.1294999999998,3687.3489910932904
2183,-4736.923385893087,616.2631715006956,4120.660214392391
2184,-4678.079360000001,561.8324463580865,4116.2469136419195
2185,-4517.20908,534.8752887751405,3982.33379122486
2186,-4427.8742,330.1162301223135,4097.757969877687
2187,-4384.001862799631,376.53477794752814,4007.4670848521
2188,-4418.178963961606,955.656748841307,3462.5222151202997
2189,-4236.412483499667,1214.1057000000005,3022.306783499668
2190,-3533.8900996264388,1175.5197,2358.3703996264394
2191,-2907.587287253089,1239.9871731168146,1667.6001141362726
2192,-3186.136748467452,1505.0211625996606,1681.1155858677894
2193,-4624.093672645714,2358.41254135494,2265.681131290771
2194,-5959.0814887202805,3285.0057985497338,2674.075690170545
2195,-6388.847027267685,3881.8032170544525,2507.043810213233
2196,-5682.267898769694,2747.7250789942077,2934.5428197754827
2197,-6181.646348145351,4766.649080843467,1414.9972673018808
2198,-6194.754447569441,4743.289914256777,1451.4645333126618
2199,-5714.924055551647,3327.0404715345453,2387.8835840171023
2200,-5546.007068156587,3156.078314060461,2389.928754096127
2201,-4997.748495828168,2513.2575574804546,2484.4909383477116
2202,-3466.9901184500927,1454.4005683666821,2012.589550083408
2203,-1686.7698900146297,616.5752000000005,1070.1946900146274
2204,-1596.3170999999988,578.1134522594796,1018.203647740519
2205,-1788.2437542782332,615.2911000000001,1172.9526542782332
2206,-1823.9352505490315,852.0769999999993,971.858250549031
2207,-1446.3902786053427,1014.8177999999997,431.57247860534255
2208,-1418.57502641332,1127.5131,291.061926413318
2209,-1269.4878306985195,1181.7996999999998,87.68813069852101
2210,-1248.0181661945312,1192.8313999999998,55.18676619453322
2211,-1280.1057430832377,1109.4055000000003,170.7002430832383
2212,-1036.4638805717786,894.8603000000002,141.60358057177774
2213,-2159.31846,1015.8960186456949,1143.422441354304
2214,-3019.0029599999993,957.5382629608947,2061.4646970391045
2215,-3391.4790526963125,944.0280516809503,2447.4510010153626
2216,-3489.342992645714,1242.822028917301,2246.52096372841
2217,-3711.960927525281,1841.8877788494965,1870.0731486757893
2218,-3678.6685251362237,2354.332749217051,1324.3357759191726
2219,-3723.073289528647,2640.6035780883035,1082.4697114403436
2220,-3519.535631393554,2499.869659841237,1019.6659715523125
2221,-3169.0866043219257,2132.3018874728114,1036.7847168491148
2222,-2577.20381023364,1747.5887626033095,829.615047630329
2223,-2385.776060914664,1300.397826615145,1085.3782342995185
2224,-2459.7377977658853,1347.5649101819306,1112.1728875839533
2225,-2727.9578213252894,1054.2933751949822,1673.664446130315
2226,-2860.3592970730756,782.164218165486,2078.195078907593
2227,-3107.0195800000006,738.2747704132811,2368.7448095867157
2228,-2817.7633800000003,557.0573923282748,2260.705987671725
2229,-2137.350819267238,402.17089999999996,1735.179919267241
2230,-1891.7514968320495,677.4605000000001,1214.2909968320541
2231,-1257.7736269827396,838.7448999999992,419.0287269827382
2232,-791.8920498268565,927.5414999999991,-135.6494501731464
2233,-745.4991313383296,930.4637999999995,-184.9646686616735
2234,-719.2140699084947,869.5199000000007,-150.30583009150922
2235,-890.5689400000001,851.9267959983034,38.642144001692884
2236,-1492.51278,1004.336801523411,488.1759784765885
2237,-2712.855299999999,1079.4060279762143,1633.4492720237904
2238,-2826.927628172392,696.684432417718,2130.243195754671
2239,-2396.598207780638,404.06164723374127,1992.5365605468935
2240,-3126.203316027987,881.2855885350696,2244.91772749292
2241,-3137.7470003327817,1228.6150067941905,1909.1319935385939
2242,-2984.3289658586623,1574.5522619834724,1409.7767038751942
2243,-3360.385060495291,2189.0353343518973,1171.3497261433924
2244,-2878.873518068931,2213.2408742279304,665.6326438410047
2245,-2710.2903310861598,2296.004137353202,414.2861937329584
2246,-3190.1715666305367,3124.7989880926502,65.37257853788202
2247,-3959.445570354374,3581.7837033384117,377.6618670159661
2248,-3788.313378010011,4137.166733829926,-348.853355819916
2249,-3330.263199999994,2979.0216542192256,351.2415457807664
2250,-2751.4458707432605,1211.6462294910827,1539.7996412521761
2251,-2648.8425599999996,679.2231242768319,1969.6194357231666
2252,-2537.1526104460336,588.6214999999992,1948.5311104460334
2253,-2706.9509781029765,817.3941999999992,1889.5567781029756
2254,-2551.3109502073676,1078.0089000000003,1473.3020502073668
2255,-2277.1590293257996,1200.615,1076.5440293258014
2256,-1533.8137730995045,1210.8916000000002,322.9221730995086
2257,-1360.8419749169034,1231.4093000000005,129.43267491690318
2258,-1258.80613947795,1161.1604000000004,97.64573947795321
2259,-1158.88089266397,988.9763999999997,169.90449266396882
2260,-1053.0790574774157,800.1725000000004,252.90655747741812
2261,-1984.5975599999997,1038.6286858788012,945.9688741211986
2262,-2671.7731999999996,890.3552471120222,1781.4179528879768
2263,-3029.3140220140194,1088.7070704173832,1940.6069515966337
2264,-3724.284239919065,2856.48536908438,867.798870834684
2265,-3660.294129059427,5367.072175424095,-1706.77804636467
2266,-4325.846115925939,6437.853752033492,-2112.0076361075517
2267,-4434.9097,6865.190500000019,-2430.2808000000186
2268,-4356.853183852901,6568.796187907785,-2211.9430040548837
2269,-4232.3387182396245,6074.62039229013,-1842.2816740505086
2270,-4040.674637842454,5566.6207335471945,-1525.9460957047377
2271,-3185.7945419563553,4580.332017061765,-1394.5374751054096
2272,-3221.989070094744,3881.241753697264,-659.2526836025135
2273,-2819.5898184074813,2585.2463568399335,234.34346156754447
2274,-2814.8753249956208,1061.388487088902,1753.4868379067225
2275,-2858.3051800000003,555.377291686888,2302.9278883131105
2276,-2313.924413490693,343.6132999999992,1970.311113490694
2277,-2112.2961385136796,566.3696999999996,1545.9264385136782
2278,-1939.3298316067185,773.4283,1165.9015316067203
2279,-1404.386206350651,923.5188000000004,480.8674063506492
2280,-824.6899864908653,947.8875000000005,-123.19751350913629
2281,-758.8240675824198,929.6836,-170.85953241758298
2282,-732.1193608611123,923.2989000000006,-191.1795391388865
2283,-709.5911835683853,844.2952000000005,-134.70401643161662
2284,-916.0084800000005,820.8009327093513,95.20754729064902
2285,-1921.77398,1060.1066685439907,861.6673114560105
2286,-2602.9787,955.6548857884388,1647.3238142115622
2287,-3059.3820399124256,1072.6352904142645,1986.7467494981627
2288,-3111.9860322720638,1450.5095002320966,1661.4765320399642
2289,-3086.713406007591,1677.0951540191563,1409.6182519884348
2290,-3067.7924795582367,1593.0169549522761,1474.775524605957
2291,-2884.926369106295,1581.824196476723,1303.1021726295683
2292,-2829.765400062983,1823.5014788494955,1006.2639212134886
2293,-2825.7965478315227,2337.823063842975,487.97348398854945
2294,-2956.666118280023,3025.7359554588907,-69.06983717886163
2295,-2947.0207433245964,2873.9534275880865,73.06731573650791
2296,-2598.797585218616,2901.6869285885205,-302.8893433699128
2297,-2316.2989701908905,1985.9951702261806,330.30379996471004
2298,-2338.4902893354088,998.1011030743018,1340.3891862611092
2299,-2343.3400859141775,585.0457355175495,1758.2943503966246
2300,-2053.062580000001,452.02740358083986,1601.0351764191628
2301,-1752.3776805331709,511.439299999999,1240.9383805331713
2302,-1749.390127283456,764.3796,985.0105272834535
2303,-1137.3074475322046,947.6556999999999,189.65174753220202
2304,-897.0618707374917,987.5658999999999,-90.50402926250572
2305,-872.6908503103343,1036.7184000000009,-164.0275496896637
2306,-837.746896319727,1040.3381000000006,-202.59120368027763
2307,-812.371718062354,1058.7655,-246.39378193764102
2308,-782.5374160825672,1173.5130000000004,-390.9755839174333
2309,-800.7845188879968,1323.7868999999998,-523.0023811120063
2310,-765.7974293041708,1270.117100000001,-504.319670695828
2311,-1171.728749911572,1802.1033032405403,-630.3745533289684
2312,-3136.939035357201,3663.0461255872165,-526.1070902300153
2313,-4630.190648015958,6046.510068801649,-1416.3194207856868
2314,-4924.522207168851,6587.948198267879,-1663.4259910990259
2315,-5126.5764632733635,6669.240654672229,-1542.664191398865
2316,-5403.295894032479,6290.870260687065,-887.5743666545852
2317,-5475.14828416147,6146.058803136502,-670.9105189750334
2318,-5130.719792655986,5764.325230398894,-633.6054377429053
2319,-4624.78156649452,4514.947946409783,109.83362008473668
2320,-3686.29893440109,4040.209399176423,-353.9104647753329
2321,-3129.679726803591,3363.5318977164,-233.8521709128086
2322,-1190.002776061752,1666.8201244889074,-476.8173484271538
2323,-845.106214395252,819.3010233888848,25.805191006363202
2324,-994.4027648896815,826.6993000000002,167.70346488967996
2325,-1136.9775000241912,929.6091999999999,207.3683000241901
2326,-997.1775304649277,1078.6329999999996,-81.45546953507332
2327,-1051.8641530240516,1257.9214999999995,-206.05734697595145
2328,-815.2428175412235,1338.1281999999999,-522.8853824587786
2329,-915.4646247736584,1367.5615999999995,-452.09697522634224
2330,-961.7838604250967,1370.582799999999,-408.7989395749021
2331,-921.440905027963,1308.5111999999995,-387.07029497203825
2332,-822.1500930798068,1271.0002000000002,-448.8501069201931
2333,-773.3997506688229,1271.3999999999999,-498.0002493311782
2334,-674.0146787687493,1191.1699999999998,-517.15532123125
2335,-983.5806221680975,1606.4375527403217,-622.856930572224
2336,-2016.792800545183,3245.1563568399324,-1228.3635562947466
2337,-3808.467100899141,5120.455520063072,-1311.988419163923
2338,-4892.734243881939,6690.095216976513,-1797.3609730945745
2339,-4447.9170741904545,7055.2214065821045,-2607.3043323916486
2340,-4246.7736526761655,7010.407700949088,-2763.6340482729283
