,Objective Value
1,654164.4158700211
2,657550.1908271536
3,640610.2926730558
4,630343.6662499087
5,687099.8154600929
6,810435.4154164254
7,934902.8379010853
8,923416.9678498132
9,753160.7580791144
10,633558.8248128993
11,529382.2157374665
12,454820.2069411103
13,393422.08529594715
14,395282.3599016162
15,426077.602920343
16,554300.2174622179
17,802801.8333365958
18,1030928.6529449946
19,1116753.2643890765
20,1142223.2393302168
21,1058536.303102532
22,934798.2203878594
23,795497.7149871847
24,706480.7492032126
25,687726.2811100191
26,703325.3569685912
27,763918.5930025212
28,802101.5074673982
29,816831.607496306
30,852638.9358710782
31,901475.3371339497
32,879076.721296958
33,777315.2843914458
34,707608.683886885
35,662391.6174888972
36,576968.2647846062
37,477357.2957699738
38,466668.917776033
39,507566.6106591219
40,645935.2736557655
41,970252.9409000564
42,1282166.3356879763
43,1488227.2550309538
44,1530200.8750390676
45,1501437.5526724819
46,1344596.3229089985
47,1251983.4159055965
48,1191697.353955387
49,1179123.455329018
50,1211923.535108594
51,1313639.7718442972
52,1531508.5903928245
53,1894119.187902819
54,2157569.298481815
55,2219829.682462996
56,2082376.8446058063
57,1933690.3950299611
58,1892076.0264033074
59,1851238.5952245705
60,1806083.6654468125
61,1769684.6128350238
62,1814785.3847412658
63,1887316.2633848295
64,1990708.6037429296
65,2183420.9936969914
66,2284675.042122682
67,2369359.737689298
68,2294553.486752223
69,2109795.0118435672
70,1903176.3127362663
71,1779491.2357805618
72,1707273.0469752445
73,1698796.9273622616
74,1740769.9423984054
75,1810736.2471530368
76,1978550.1812188274
77,2310975.4789068247
78,2479241.269939927
79,2519991.787694342
80,2383698.3562779166
81,2243062.423789188
82,2084652.5928834572
83,1926112.837849084
84,1810519.0252140053
85,1727603.6462980623
86,1701564.2286697135
87,1656337.743195137
88,1678962.22927428
89,1820172.1495688413
90,2010656.60655656
91,2078001.8005437236
92,1995906.383858848
93,1785614.2659621618
94,1570136.2568327496
95,1449846.1470258438
96,1421500.4908422928
97,1401154.340687498
98,1456081.3860061103
99,1593795.9426110177
100,1751864.8001214534
101,2066136.665650774
