,1,2,3,Import/Export_1,Import/Export_2,Import/Export_3
2029,1077.9860014673545,2364.460466985646,1568.5532112124206,1851.2323203219626,1398.3519826011309,465.63300000000004
2030,967.0355214167561,2064.0647098629834,1598.5070164213587,1544.663978631716,1360.581586613745,357.903
2031,845.7314064999515,1763.5210371139628,1527.2382228442834,1128.9425411861152,1237.9397501631142,273.168
2032,708.6384531575363,1442.291104240974,1403.8599765165409,732.0835980750446,1033.0692769138755,251.685
2033,578.5496644273621,996.8930404958674,1524.8572467323274,390.1651946222621,900.2646731731187,244.3455
2034,521.19012,691.7817,1773.3291870000003,318.31800000000004,858.7724999999999,227.4615
2035,505.93422,703.3793999999999,2029.3506164999997,325.644,938.6955,205.91549999999998
2036,473.70708,717.3689999999999,2233.5638445,376.39799999999997,1099.6770000000001,173.187
2037,466.23852,763.8201,2290.664484,425.43600000000004,1265.4285,168.77700000000002
2038,464.62944,820.3010999999999,2253.739686,481.40400000000005,1409.601,169.974
2039,458.16276,856.3605,2268.2035695000004,552.486,1497.2970000000003,159.138
2040,454.76244,874.9932,2259.0568605,666.6,1534.4685,139.167
2041,470.36748,905.4648,2240.1959864999994,627.462,1563.0735,108.8325
2042,469.77546000000007,923.4543000000001,2253.498393,674.256,1573.8,78.11999999999999
2043,412.24325999999996,860.0187,2313.4981365000003,764.94,1566.5684999999999,50.463
2044,356.28978000000006,741.4286999999999,2304.5004329999997,851.07,1522.989,33.264
2045,328.37376000000006,700.1634,2232.2245199999998,911.856,1525.9544999999998,27.2475
2046,354.44913144497417,960.3972541213574,2216.5140821522928,1174.3766527334528,1578.116958786429,26.775000000000002
2047,418.93945028121016,2938.6635133427585,2678.7044642527576,1735.0050519594247,1692.7869760221831,34.524
2048,557.2694981200741,4720.672816441928,3466.5781094796275,2311.867716904845,1684.3438889734666,55.5975
2049,658.2318499756739,4786.963873564592,4082.423629505166,2639.717053487254,1591.195565408873,78.5925
2050,691.6851818176507,4222.990591572428,4356.950571354382,3027.305560033751,1557.5234614506307,108.1395
2051,700.6395461574391,4750.44357556546,4595.850863999651,3482.228027479591,1586.682625978687,147.042
2052,707.7097405157151,5447.158865180518,4761.617466381892,3764.6509914904836,1595.4344590039148,177.3765
2053,691.5411475703029,5616.341822303173,4982.252118826175,3833.9055642605595,1521.9639588408002,200.907
2054,638.3507790756059,4496.177668943014,5026.057164022112,3659.9643038831823,1381.1369248042627,215.8065
2055,566.2079475430576,3499.273085330576,4560.505857090135,3312.646744908797,1112.303985047847,231.52499999999998
2056,419.5742711121922,2439.1996648434106,3827.0931388889726,2680.071820467025,701.7555339821662,238.392
2057,284.06962486134086,736.5194537407567,3406.7284064434702,2184.107270827289,319.2588597216181,265.608
2058,236.5044,34.974,3111.5096670000003,2106.852,189.39000000000001,276.066
2059,237.59735999999998,21.8889,2862.534828,2144.142,159.7875,294.9345
2060,240.63336,27.959100000000003,2678.4096045,2294.754,143.31449999999998,315.12600000000003
2061,240.89142,33.4263,2430.161301,2475.198,116.634,321.52049999999997
2062,244.92929999999998,43.1346,2096.0485004999996,2749.296,82.8255,332.70300000000003
2063,255.88926000000004,59.99850000000001,1710.6994395,3087.612,71.091,359.5095
2064,273.83202,77.988,1354.382508,3381.3779999999997,77.511,389.40299999999996
2065,291.13722,108.27869999999999,1080.766596,3563.076,100.26449999999998,407.54699999999997
2066,303.79733999999996,174.5283,852.2285564999999,3678.6420000000003,172.24200000000002,414.792
2067,330.22572,266.9883,653.9838975,3573.3059999999996,263.0295,420.0525
2068,362.52876,377.67900000000003,507.42406800000015,3469.224,355.923,420.0525
2069,395.51489999999995,501.9774,457.303503,3413.718,469.545,389.96999999999997
2070,446.21936252992117,857.9373288712488,577.3062808319212,3662.7554456649905,600.3663554262723,333.1755
2071,517.1155840809574,1985.844393856027,915.853219266977,4359.896991958946,791.516532785994,357.9975
2072,615.0690047640359,2432.7857459765064,1514.8828798026118,5351.669638000834,1004.3630213679861,417.2805
2073,722.841780945801,2133.787609482385,2110.375510893558,6048.06346246044,1236.40676631144,423.70649999999995
2074,835.781941739807,2143.2911988581996,2669.9612528328507,6354.796885463552,1447.0205012505435,381.969
2075,939.1418984295026,2034.6490912353204,3375.2964400910632,6373.337140733091,1536.8440336559377,347.6655
2076,1015.1081397314391,1865.2610729882554,3897.334357859084,6226.19266084105,1540.4162031317962,304.3845
2077,1067.888971088839,1906.320610863419,4151.91631878282,5969.633318035542,1545.6648857655505,245.19600000000003
2078,1078.0652466614772,2020.813570987386,4221.40981901039,5490.682644870733,1580.61837684863,178.227
2079,1089.9778180558526,2071.852583612441,4268.013129099188,4541.920439620224,1631.9477130274033,121.1805
