Time Step,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,27,28,29,30,31,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,52,54,55,56,57,58,60,61,62,63,65,66,67,68,69,71,72,73,74,76,77,78,79,80,81,82,84,85,86,87,88,89,90,91,92,93,94,95,96,97,99,100,101,102,103,104,105,106,107,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,185,186,187,188,189,191,192,193,194,195,196,197,200,201,202,203,204,205,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,226,227,228,229,230,232,233,236,237,238,239,240,241,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319
2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.526329447197014,,,,,,,,,,,,,,,-11.891848999999837,-61.26684899999984,,,,,,-30.674824274093424,,-80.7881772307056,-40.145719802096636,,,,,32.99322762885524,-7.598390047070751,,-142.2985977064204,,,-4.518401553810662,-4.58236205775367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.41993112059004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.26684899999984,11.891848999999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.682412280459374,-80.7881772307056,-40.145719802096636,,-7.598390047070751,,-4.518401553810662,-4.58236205775367,,,,,,,,,,,,,100.752335761392,100.752335761392,,,,,,,,,,32.99322762885524,,,-42.528625494947136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.990369942312185,,,,,,,,,,,,,,,-6.025571999999755,-55.0205720000001,,,,,,-30.63865413598839,,-77.78634533538863,-39.8329064802642,,,,,23.05109078040843,-8.157173794135105,,-138.1556998786094,,,-3.1661166127300646,-2.5181601280739585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.01163114163865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0205720000001,6.025571999999755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.64650282081149,-77.78634533538863,-39.8329064802642,,-8.157173794135105,,-3.1661166127300646,-2.5181601280739585,,,,,,,,,,,,,93.03151886263433,93.03151886263433,,,,,,,,,,23.05109078040843,,,-42.49090445741987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.983091682966432,,,,,,,,,,,,,,,-2.310279499999723,-50.63027949999989,,,,,,-27.39432312745177,,-73.38289495459284,-36.6326369568653,,,,,20.31030152866944,-5.453161893331725,,-133.11575791652112,,,-1.837540027614608,-1.4711247937127325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.42738247425132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.63027949999989,2.310279499999723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.425553730205564,-73.38289495459284,-36.6326369568653,,-5.453161893331725,,-1.837540027614608,-1.4711247937127325,,,,,,,,,,,,,89.40174258853469,89.40174258853469,,,,,,,,,,20.31030152866944,,,-39.10746336111103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.098930479553928,,,,,,,,,,,,,,,-2.071587999999764,-49.99658800000017,,,,,,-24.498528256945036,,-70.65725270619109,-33.14838735456257,,,,,19.618504792582115,-2.2158208527661998,,-128.36459801027624,,,,-2.7096857421831544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.10853699459722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99658800000017,2.071587999999764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.55062887506662,-70.65725270619109,-33.14838735456257,,-2.2158208527661998,,,-2.7096857421831544,,,,,,,,,,,,,87.3558249954269,87.3558249954269,,,,,,,,,,19.618504792582115,,,-36.087502899132204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.377275000000026,,,,,,-27.731588120572923,,-73.01675613256393,-38.07794979083971,,,,,12.227993790684849,-7.877554431130619,,-132.8306471080592,,,-1.3318273038825907,-2.3293882508325794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.7260036857408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.377275000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.760388051989565,-73.01675613256393,-38.07794979083971,,-7.877554431130619,,-1.3318273038825907,-2.3293882508325794,,,,,,,,,,,,,84.97732172893231,84.97732172893231,,,,,,,,,,12.227993790684849,,,-39.45918956755233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.04406399999945,,,,,,-35.82087684199857,,-78.66449511173036,-46.58267558880286,,,,,,-20.093550389764204,,-133.16698386242658,,,,-3.520029544143398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-116.08865133239533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.04406399999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.79137720888136,-78.66449511173036,-46.58267558880286,,-20.093550389764204,,,-3.520029544143398,,,,,,,,,,,,,64.66902494327698,64.66902494327698,,,,,,,,,,,,,-47.895329969984886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.2154674999999,,,,,,-4.444080426500676,,-49.315694495417546,-22.883449857248223,,,,,,-0.5333019463143671,,-121.226933768782,,,,-2.602437967635268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.64912710693375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2154674999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.640713600666203,-49.315694495417546,-22.883449857248223,,-0.5333019463143671,,,-2.602437967635268,,,,,,,,,,,,,73.71019280888297,73.71019280888297,,,,,,,,,,,,,-15.173162539048207,,,,,,,,,,,,,,,,,,,,,,17.387926326738807,,,,,,,,,,,,,,,,,,,,,,,
2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.46404649999974,,,,,,,,-38.55865729234901,-8.571634460132344,,,,,,,,-115.13582547248868,,,,-3.076960130903643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0205601059119545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.46404649999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.55865729234901,-8.571634460132344,,,,,-3.076960130903643,,,,,,,,,,,,,75.13155823778854,75.13155823778854,,,,,-2.967249390322621,-2.967249390322621,,,,,,,-6.869976249714426,,,,,,,,,,,,,,,,,,,,,,22.081408029698082,,,,,,,,,,,,,,,,,,,,,,,
2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.53491805466288,,,,,,,,,,,,,,,,-49.57221700000011,,,,,,-13.2184439204444,,-56.14163395123737,-9.808678327462275,,,,,19.9592629723131,,,-129.99599679579032,,,,-8.644695959266045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.35519182949088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.57221700000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.35184019104824,-56.14163395123737,-9.808678327462275,,,,,-8.644695959266045,,,,,,,,,,,,,94.66026331225677,94.66026331225677,,,,,,,,,,19.9592629723131,,,-24.323752278888918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
