Time Step,Import/Export_1,Import/Export_2,Import/Export_3
2161,-991.0488999999998,-1000.0,-1000.0
2162,-996.421800000001,-1000.0,-1000.0
2163,-1000.0,-1000.0,-1000.0
2164,-1000.0,-1000.0,-1000.0
2165,-1000.0,-1000.0,-1000.0
2166,-1000.0,-1000.0,-993.0158699999993
2167,-1000.0,-998.4534000000001,-939.3235499999992
2168,-983.8501600000009,-1000.0,-966.9487000000008
2169,-967.8279000000002,-1000.0,-1000.0
2170,-965.1692500000008,-1000.0,-1000.0
2171,-978.0010999999995,-1000.0,-1000.0
2172,-1000.0,-1000.0,-1000.0
2173,-1000.0,-1000.0,-1000.0
2174,-1000.0,-1000.0,-1000.0
2175,-1000.0,-1000.0,-1000.0
2176,-995.1141999999991,-1000.0,-1000.0
2177,-1000.0,-1000.0,-1000.0
2178,-1000.0,-993.3385599999999,-985.14606
2179,-990.0215499999995,-992.2402,-1000.0
2180,-982.0706000000009,-991.5040999999999,-1000.0
2181,-977.2384599999996,-989.8780999999999,-1000.0
2182,-991.7541000000001,-987.6591000000001,-1000.0
2183,-1000.0,-984.8896999999997,-982.1485000000002
2184,-1000.0,-986.9148,-899.5779000000002
2185,-1000.0,-988.4872000000003,-901.0568999999996
2186,-1000.0,-987.2565,-896.2626300000002
2187,-1000.0,-985.2091700000001,-882.2767000000013
2188,-1000.0,-982.8765000000001,-850.8639500000008
2189,-1000.0,-980.9216999999999,-844.5982699999995
2190,-1000.0,-978.4119999999998,-852.3719500000007
2191,-1000.0,-978.4152000000001,-826.4219000000003
2192,-1000.0,-984.4473,-902.3587600000001
2193,-1000.0,-989.5945999999999,-908.1574999999998
2194,-1000.0,-1000.0,-898.6783
2195,-1000.0,-1000.0,-925.9296999999997
2196,-1000.0,-1000.0,-1000.0
2197,-1000.0,-1000.0,-1000.0
2198,-1000.0,-1000.0,-1000.0
2199,-964.7565300000006,-1000.0,-1000.0
2200,-951.3430000000008,-1000.0,-1000.0
2201,-1000.0,-980.0132399999998,-780.1437400000004
2202,-1000.0,-991.4242600000002,-987.3267000000005
2203,-999.8697499999998,-1000.0,-1000.0
2204,-980.4238999999998,-1000.0,-837.16797
2205,-978.5322999999999,-1000.0,-829.1298000000002
2206,-991.5384999999997,-1000.0,-904.2105999999999
2207,-1000.0,-994.4314599999998,-1000.0
2208,-1000.0,-987.3706699999998,-988.3334399999999
2209,-1000.0,-981.6349500000003,-895.0355
2210,-1000.0,-979.1955999999996,-868.3563000000001
2211,-1000.0,-980.2366300000001,-897.7507299999997
2212,-1000.0,-988.2442600000002,-989.8641400000001
2213,-1000.0,-998.7308999999998,-1000.0
2214,-1000.0,-999.2679,-222.22162000000003
2215,-1000.0,-1000.0,938.8728600000004
2216,-996.0747000000001,-1000.0,966.0689999999995
2217,-981.0396999999994,-996.1666999999998,808.6158399999999
2218,-981.9295999999995,-995.8894700000001,735.1307000000002
2219,-991.5247999999992,-997.5207000000003,761.9814999999999
2220,-994.6170000000002,-998.6155399999993,756.26196
2221,-989.3974000000007,-999.0334499999999,744.8256000000001
2222,-989.2455399999999,-999.0423599999999,687.70795
