Time Step,37->65,49->68,37->39,47->68,25->47,65->68,83->25,24->25,47->73,47->72,9->10,55->119,89->120
2161,13.646081281822603,1.5137402470295171,0.0,0.0,7.09800187306206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,10.608634389813403,1.5881761763643283,0.0,0.0,5.685855975066602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,10.146221781346355,1.6360225298145394,0.0,0.0,4.037209101344274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,9.058383518183234,1.950047259142508,0.0,0.0,2.4507006194816086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,6.057617893764586,2.1660729115380377,0.0,0.0,1.2963004280571226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,0.0,3.701059456764739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,0.0,2.986624596638876,0.0,0.0,0.0,0.0,0.0,0.0,1.733804311132019,0.0,0.0,0.0,0.0
2168,3.344158473700645,1.5030881576957853,0.0,0.0,0.0,0.0,0.0,0.0,7.096854076140659,0.0,0.0,0.0,0.0
2169,2.3305422060036562,3.805997385289558,0.0,0.0,9.454050764238275,0.0,0.0,0.0,2.478534918019875,0.0,0.0,0.0,0.0
2170,1.9793645459061509,3.443155824054159,0.0,0.0,14.758158673104163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,1.287915349650575,1.521706684774486,0.0,0.0,6.479885123004976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,0.0,0.0,0.0,0.0,7.914880885041271,0.0,0.0,0.0,12.226608409434334,0.0,0.0,0.0,0.0
2173,0.0,0.0,0.0,0.0,11.847529859644794,0.0,0.0,0.0,12.175629855225907,0.0,0.0,0.0,0.0
2174,0.0,0.0,0.0,0.0,7.9253819723785455,0.0,0.0,0.0,16.187938336961025,0.0,0.0,0.0,0.0
2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.047778030981533,0.0,0.0,0.0,0.0
2176,0.0,0.0,0.0,0.0,8.19191999713047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,0.9944579513556846,1.793484714823819,0.0,0.0,0.0,0.0,0.0,0.0,7.974864204333926,0.0,0.0,0.0,0.0
2178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.383431007414103,0.0,0.0,0.0,0.0
2179,0.0,0.0,0.0,0.0,1.5828504122766844,0.0,0.0,0.0,4.301664933338202,0.0,0.0,0.0,0.0
2180,0.0,0.0,0.0,0.0,3.0833501830758223,0.0,0.0,0.0,5.90926788352877,0.0,0.0,0.0,0.0
2181,0.0,0.0,0.0,0.0,4.614522442843338,0.0,0.0,0.0,4.408084832644789,0.0,0.0,0.0,0.0
2182,0.0,0.0,0.0,0.0,4.676223579626992,0.0,0.0,0.0,5.133593830575151,0.0,0.0,0.0,0.0
2183,2.227121295143661,0.0,0.0,0.0,3.3527076481100835,0.0,0.0,0.0,5.307841796273493,0.0,0.0,0.0,0.0
2184,1.8946231299919418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.394500705615826,0.0,0.0,0.0,0.0
2185,0.0,0.678157184471047,0.0,0.0,0.0,0.0,0.0,0.0,5.295615110048445,0.0,0.0,0.0,0.0
2186,0.0,0.8442855790190151,0.0,0.0,0.0,0.0,0.0,0.0,6.103571658981409,0.0,0.0,0.0,0.0
